rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, elimination, down can not eliminate, repeat down can not eliminate, down can eliminate, repeat down can eliminate, kill, assist, hunting, killer, gameId, teamName, tournament total score, tournament rank score, tournament kill score
1, 19, Chloe, サーモン中西, 수다르사나, Defense, 18, 11, 12, 8, 0, 0, 3, 0, 3, 5, 39, , 49524106, 伝説の中西, 21, 10, 11
1, 20, Abigail, ヴィルヴィ, 진홍빛 낫-새벽, Defense, 20, 11, 12, 8, 0, 0, 3, 0, 6, 3, 63, , 49524106, 伝説の中西, 21, 10, 11
1, 19, Yuki, LORDofVERMILION, 엑스칼리버, Defense, 18, 11, 12, 8, 0, 0, 3, 0, 2, 7, 55, , 49524106, 伝説の中西, 21, 10, 11
2, 20, Chloe, YoNeaKy, 흑련비표-진홍, Defense, 19, 9, 9, 4, 3, 0, 2, 0, 6, 3, 61, ヴィルヴィ, 49524106, くらうどにゃいん, 14.5, 7, 7.5
2, 20, Bernice, 御存知ムエタイ, 인터벤션, Defense, 20, 9, 9, 4, 3, 0, 2, 0, 1, 6, 86, サーモン中西, 49524106, くらうどにゃいん, 14.5, 7, 7.5
2, 20, Alex, Maluk, 미치광이왕의카드, Defense, 18, 9, 9, 4, 3, 0, 2, 0, 2, 5, 29, LORDofVERMILION, 49524106, くらうどにゃいん, 14.5, 7, 7.5
3, 19, Nicky, REIA778, 아이언피스트, Defense, 17, 5, 5, 3, 0, 0, 2, 0, 2, 2, 37, , 49524106, Marine Delight, 10, 5, 5
3, 18, Niah, シユイ, 엘레강스, Defense, 18, 5, 5, 3, 0, 0, 2, 0, 2, 2, 51, mystica, 49524106, Marine Delight, 10, 5, 5
3, 19, Istvan, おぼろづき米, 애각창, Defense, 18, 5, 5, 3, 0, 0, 2, 0, 1, 4, 56, サーモン中西, 49524106, Marine Delight, 10, 5, 5
4, 18, Hart, mystica, 새티스팩션, Defense, 17, 5, 5, 2, 3, 0, 0, 0, 3, 2, 57, YoNeaKy, 49524106, VegetableRegion, 7.5, 4, 3.5
4, 18, Nicky, 八ッ橋ちょこ, 프로스트팽, Defense, 17, 5, 5, 2, 3, 0, 0, 0, 0, 2, 40, ヴィルヴィ, 49524106, VegetableRegion, 7.5, 4, 3.5
4, 18, Istvan, LilySelene, 애각창, Defense, 18, 5, 5, 2, 3, 0, 0, 0, 2, 1, 60, ヴィルヴィ, 49524106, VegetableRegion, 7.5, 4, 3.5
5, 18, Hisui, かっと, 빛의검, Defense, 17, 6, 6, 4, 0, 0, 2, 0, 5, 1, 36, シユイ, 49524106, ノマテラカイリュー, 9, 3, 6
5, 17, Nathapon, Natupon, 트리플 포커스, Defense, 17, 6, 6, 4, 0, 0, 2, 0, 1, 3, 34, LilySelene, 49524106, ノマテラカイリュー, 9, 3, 6
5, 17, Piolo, C4storice, 대소반룡곤, Defense, 16, 6, 6, 4, 0, 0, 2, 0, 0, 6, 43, シユイ, 49524106, ノマテラカイリュー, 9, 3, 6
6, 19, Felix, たまねぎ2nd, 롱기누스의 창-진홍, Defense, 18, 5, 5, 4, 0, 0, 1, 0, 2, 2, 60, YoNeaKy, 49524106, NotBeingAll, 7, 2, 5
6, 18, Niah, 灯油, 엘레강스, Defense, 18, 5, 5, 4, 0, 0, 1, 0, 3, 2, 35, Maluk, 49524106, NotBeingAll, 7, 2, 5
6, 18, Estelle, upalupa, 낙원의낫, Defense, 17, 5, 5, 4, 0, 0, 1, 0, 0, 5, 19, YoNeaKy, 49524106, NotBeingAll, 7, 2, 5
7, 16, Sua, 葉月千悠, 스파이의우산, Defense, 15, 8, 8, 1, 4, 0, 3, 0, 5, 3, 29, たまねぎ2nd, 49524106, ちねりっぷるん, 7, 1, 6
7, 14, Lenox, 水無れき, 뇌룡편, Defense, 12, 8, 8, 1, 4, 0, 3, 0, 2, 4, 9, 灯油, 49524106, ちねりっぷるん, 7, 1, 6
7, 14, Nadine, NIIKA, 대황, Defense, 13, 8, 8, 1, 4, 0, 3, 0, 1, 7, 33, 灯油, 49524106, ちねりっぷるん, 7, 1, 6
