rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, elimination, down can not eliminate, repeat down can not eliminate, down can eliminate, repeat down can eliminate, kill, assist, hunting, killer, gameId, teamName, tournament total score, tournament rank score, tournament kill score
1, 20, Bernice, 御存知ムエタイ, 인터벤션, Defense, 20, 9, 9, 7, 1, 0, 1, 0, 3, 4, 79, , 49521898, くらうどにゃいん, 18.5, 10, 8.5
1, 20, Chloe, YoNeaKy, 수다르사나, Defense, 20, 9, 9, 7, 1, 0, 1, 0, 5, 1, 41, , 49521898, くらうどにゃいん, 18.5, 10, 8.5
1, 20, Alex, Maluk, 만천화우, Defense, 19, 9, 9, 7, 1, 0, 1, 0, 1, 7, 28, , 49521898, くらうどにゃいん, 18.5, 10, 8.5
2, 20, Mai, LilySelene, 글레이프니르, Defense, 18, 6, 6, 5, 0, 0, 1, 0, 0, 6, 16, YoNeaKy, 49521898, VegetableRegion, 13, 7, 6
2, 20, Arda, 八ッ橋ちょこ, 더문, Defense, 20, 6, 6, 5, 0, 0, 1, 0, 3, 3, 96, YoNeaKy, 49521898, VegetableRegion, 13, 7, 6
2, 20, William, mystica, 안티오크의수류탄, Defense, 20, 6, 6, 5, 0, 0, 1, 0, 3, 3, 53, YoNeaKy, 49521898, VegetableRegion, 13, 7, 6
3, 19, Yuki, ヴィルヴィ, 빛의검, Defense, 18, 7, 7, 3, 2, 0, 2, 0, 2, 4, 42, 八ッ橋ちょこ, 49521898, 伝説の中西, 11, 5, 6
3, 19, Katja, サーモン中西, 위도우 메이커-진홍, Defense, 18, 7, 7, 3, 2, 0, 2, 0, 3, 4, 45, mystica, 49521898, 伝説の中西, 11, 5, 6
3, 20, Leon, LORDofVERMILION, 프로스트팽, Defense, 18, 7, 7, 3, 2, 0, 2, 0, 2, 4, 39, 八ッ橋ちょこ, 49521898, 伝説の中西, 11, 5, 6
4, 20, Hisui, REIA778, 빛의검, Defense, 19, 4, 4, 4, 0, 0, 0, 0, 1, 2, 60, かっと, 49521898, Marine Delight, 8, 4, 4
4, 19, Arda, シユイ, 더문, Defense, 19, 4, 4, 4, 0, 0, 0, 0, 3, 1, 34, かっと, 49521898, Marine Delight, 8, 4, 4
4, 20, Lyanh, デスガキ, 소울리퍼, Defense, 19, 4, 4, 4, 0, 0, 0, 0, 0, 3, 51, mystica, 49521898, Marine Delight, 8, 4, 4
5, 20, Hisui, かっと, 빛의검, Defense, 19, 7, 7, 4, 1, 0, 2, 0, 2, 3, 54, 御存知ムエタイ, 49521898, ノマテラカイリュー, 9.5, 3, 6.5
5, 19, Nathapon, Natupon, 폴라로이드카메라, Defense, 20, 7, 7, 4, 1, 0, 2, 0, 3, 3, 48, 御存知ムエタイ, 49521898, ノマテラカイリュー, 9.5, 3, 6.5
5, 19, Jan, C4storice, 천잠장갑, Defense, 19, 7, 7, 4, 1, 0, 2, 0, 2, 3, 79, YoNeaKy, 49521898, ノマテラカイリュー, 9.5, 3, 6.5
6, 18, Sua, 葉月千悠, 스파이의우산, Defense, 17, 2, 2, 0, 1, 0, 1, 0, 0, 2, 45, Natupon, 49521898, ちねりっぷるん, 3.5, 2, 1.5
6, 17, Alonso, あっぷるん, 디바인피스트, Defense, 14, 2, 2, 0, 1, 0, 1, 0, 0, 2, 9, シユイ, 49521898, ちねりっぷるん, 3.5, 2, 1.5
6, 18, Nadine, NIIKA, 혈색반월-진홍, Hunt, 17, 2, 2, 0, 1, 0, 1, 0, 2, 0, 42, シユイ, 49521898, ちねりっぷるん, 3.5, 2, 1.5
7, 14, Tazia, たまねぎ2nd, 옥전결, Defense, 12, 2, 2, 0, 2, 0, 0, 0, 1, 1, 27, ヴィルヴィ, 49521898, NotBeingAll, 2, 1, 1
7, 14, Niah, 灯油, 알타이르, Defense, 13, 2, 2, 0, 2, 0, 0, 0, 0, 2, 34, LORDofVERMILION, 49521898, NotBeingAll, 2, 1, 1
7, 13, Garnet, upalupa, 스파이의우산, Defense, 12, 2, 2, 0, 2, 0, 0, 0, 1, 1, 22, LORDofVERMILION, 49521898, NotBeingAll, 2, 1, 1
