rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, Celine, たまねぎ2nd, 체이서, Defense, 20, 14, 15, 15, 0, 3, 10, 88, , 47368344, NotBeingAll
1, 19, Emma, 灯油, 건곤권, Defense, 19, 14, 15, 15, 0, 2, 10, 56, , 47368344, NotBeingAll
1, 20, Hart, sLLLime, 하트 브레이커-진홍, Defense, 20, 14, 15, 15, 0, 9, 5, 55, , 47368344, NotBeingAll
2, 20, Lenox, HeianKYO, 사복검, Defense, 19, 3, 3, 2, 1, 0, 2, 22, sLLLime, 47368344, †神縫合†
2, 19, Jenny, kawaiiOTP, 알타이르, Defense, 19, 3, 3, 2, 1, 2, 0, 58, sLLLime, 47368344, †神縫合†
2, 19, Aya, rosen, 헬파이어-진홍, Hunt, 19, 3, 3, 2, 1, 1, 2, 71, sLLLime, 47368344, †神縫合†
3, 18, YuMin, お豆腐の匠, 더 데스-새벽, Defense, 17, 4, 4, 4, 0, 3, 1, 50, sLLLime, 47368344, たかし
3, 18, Alex, たまこん, 모노호시자오, Defense, 17, 4, 4, 4, 0, 1, 3, 33, sLLLime, 47368344, たかし
3, 18, Eleven, レイ様, 천근추, Defense, 16, 4, 4, 4, 0, 0, 4, 17, sLLLime, 47368344, たかし
4, 17, Jan, C4storice, 흑요석짓테, Defense, 17, 10, 10, 8, 2, 3, 6, 24, たまねぎ2nd, 47368344, 兵器ブリオン
4, 17, William, ぷれこーーーーる, 안티오크의수류탄, Defense, 17, 10, 10, 8, 2, 3, 5, 27, 灯油, 47368344, 兵器ブリオン
4, 17, Garnet, ヴィルヴィ, 스파이의우산, Defense, 17, 10, 10, 8, 2, 4, 5, 22, 灯油, 47368344, 兵器ブリオン
5, 17, Markus, mukkoro, 반고부, Defense, 16, 0, 0, 0, 0, 0, 0, 43, C4storice, 47368344, Toddler Ghost
5, 17, Justyna, 冷害, 팬텀 볼트, Defense, 17, 0, 0, 0, 0, 0, 0, 55, , 47368344, Toddler Ghost
5, 17, Leon, レヴナ, 프로스트팽, Defense, 16, 0, 0, 0, 0, 0, 0, 39, ヴィルヴィ, 47368344, Toddler Ghost
6, 17, Luke, ななしの, 여의봉, Defense, 17, 0, 0, 0, 0, 0, 0, 73, C4storice, 47368344, J2K
6, 17, Karla, 照る坊主, 포이즌드크로스보우, Hunt, 17, 0, 0, 0, 0, 0, 0, 46, ぷれこーーーーる, 47368344, J2K
6, 16, DebiMarlene, Istria0, 레바테인, Defense, 16, 0, 0, 0, 0, 0, 0, 33, ぷれこーーーーる, 47368344, J2K
7, 12, Eleven, サーモン中西, 다그다의망치, Defense, 10, 1, 1, 0, 1, 0, 0, 11, たまねぎ2nd, 47368344, 伝説の中西
7, 14, Katja, ymt, 폴라리스, Defense, 13, 1, 1, 0, 1, 1, 0, 37, たまねぎ2nd, 47368344, 伝説の中西
7, 14, Istvan, Sucyone, 청룡언월도, Defense, 12, 1, 1, 0, 1, 0, 0, 25, C4storice, 47368344, 伝説の中西
