rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, Elena, HeianKYO, 미스틸테인, Defense, 19, 21, 21, 17, 4, 4, 15, 37, , 47366475, †神縫合†
1, 19, Chloe, rosen, 흑련비표-진홍, Defense, 19, 21, 21, 17, 4, 8, 5, 37, , 47366475, †神縫合†
1, 20, Jenny, kawaiiOTP, 알타이르, Defense, 20, 21, 21, 17, 4, 9, 8, 57, , 47366475, †神縫合†
2, 19, Celine, たまねぎ2nd, 체이서, Hunt, 19, 7, 7, 7, 0, 5, 2, 68, kawaiiOTP, 47366475, NotBeingAll
2, 18, Emma, 灯油, 건곤권, Defense, 17, 7, 7, 7, 0, 1, 4, 56, HeianKYO, 47366475, NotBeingAll
2, 19, Chloe, sLLLime, 수다르사나, Defense, 18, 7, 7, 7, 0, 1, 5, 41, kawaiiOTP, 47366475, NotBeingAll
3, 19, Justyna, 冷害, 팬텀 볼트, Defense, 19, 7, 7, 7, 0, 3, 4, 54, HeianKYO, 47366475, Toddler Ghost
3, 20, Leon, レヴナ, 프로스트팽, Defense, 19, 7, 7, 7, 0, 3, 4, 40, kawaiiOTP, 47366475, Toddler Ghost
3, 18, Markus, mukkoro, 반고부, Defense, 18, 7, 7, 7, 0, 1, 4, 35, kawaiiOTP, 47366475, Toddler Ghost
4, 18, William, ぷれこーーーーる, 체이서-진홍, Defense, 18, 7, 7, 7, 0, 2, 3, 30, kawaiiOTP, 47366475, 兵器ブリオン
4, 19, Jan, C4storice, 흑요석짓테, Defense, 19, 7, 7, 7, 0, 3, 3, 44, kawaiiOTP, 47366475, 兵器ブリオン
4, 19, Garnet, ヴィルヴィ, 스파이의우산, Defense, 17, 7, 7, 7, 0, 2, 5, 43, 冷害, 47366475, 兵器ブリオン
5, 18, Leni, ymt, 엘레강스, Defense, 17, 2, 2, 2, 0, 1, 1, 17, 冷害, 47366475, 伝説の中西
5, 19, Chloe, サーモン中西, 흑련비표-진홍, Defense, 18, 2, 2, 2, 0, 1, 0, 67, kawaiiOTP, 47366475, 伝説の中西
5, 19, Istvan, Sucyone, 애각창, Defense, 18, 2, 2, 2, 0, 0, 2, 49, 冷害, 47366475, 伝説の中西
6, 15, Alex, たまこん, 미치광이왕의카드, Defense, 14, 6, 6, 4, 2, 2, 4, 13, rosen, 47366475, たかし
6, 15, Eleven, レイ様, 천근추, Defense, 13, 6, 6, 4, 2, 2, 3, 11, kawaiiOTP, 47366475, たかし
6, 15, YuMin, お豆腐の匠, 여제, Defense, 14, 6, 6, 4, 2, 2, 4, 42, HeianKYO, 47366475, たかし
7, 13, DebiMarlene, Istria0, 레바테인, Defense, 11, 0, 0, 0, 0, 0, 0, 20, たまこん, 47366475, J2K
7, 14, Hisui, 照る坊主, 빛의검, Defense, 13, 0, 0, 0, 0, 0, 0, 34, レイ様, 47366475, J2K
7, 13, Katja, ななしの, 폴라리스, Defense, 12, 0, 0, 0, 0, 0, 0, 34, HeianKYO, 47366475, J2K
