rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 19, Leon, LORDofVERMILION, 프로스트팽, Defense, 18, 15, 15, 13, 2, 2, 9, 42, , 47270464, PerfectExecution
1, 20, Arda, Sitiyoh, 더문, Defense, 20, 15, 15, 13, 2, 7, 7, 40, , 47270464, PerfectExecution
1, 19, Jan, C4storice, 윈드러너, Defense, 19, 15, 15, 13, 2, 5, 8, 38, , 47270464, PerfectExecution
2, 19, Haze, RQQQQ, 발키리, Defense, 19, 4, 4, 3, 1, 2, 0, 63, C4storice, 47270464, 蒙古タンメン中西
2, 19, Eleven, Endeavor108, 천근추, Defense, 18, 4, 4, 3, 1, 1, 3, 22, C4storice, 47270464, 蒙古タンメン中西
2, 20, William, ぷれこーーーーる, 체이서-진홍, Defense, 19, 4, 4, 3, 1, 1, 3, 44, Sitiyoh, 47270464, 蒙古タンメン中西
3, 19, Jan, Sharp3, 천잠장갑, Defense, 18, 21, 21, 12, 9, 6, 10, 33, RQQQQ, 47270464, どうぶつのもり
3, 19, Nathapon, Natupon, 울트라비전, Defense, 18, 21, 21, 12, 9, 4, 14, 27, ぷれこーーーーる, 47270464, どうぶつのもり
3, 18, Hyejin, YoNeaKy, 생사부, Defense, 19, 21, 21, 12, 9, 11, 8, 19, Endeavor108, 47270464, どうぶつのもり
4, 18, Aya, 지옥연문, 엔데버AX, Defense, 17, 7, 7, 3, 4, 6, 1, 31, C4storice, 47270464, YAC
4, 17, Priya, BanjaLuka, 헤븐즈도어, Defense, 17, 7, 7, 3, 4, 0, 7, 25, Sitiyoh, 47270464, YAC
4, 18, Luke, CoppepanJP, 여의봉, Defense, 17, 7, 7, 3, 4, 1, 4, 52, C4storice, 47270464, YAC
5, 19, Hisui, かっと, 빛의검, Defense, 19, 7, 7, 5, 2, 5, 2, 48, 지옥연문, 47270464, 鬼斬り
5, 19, Barbara, bjermiyan, 엘레강스, Defense, 19, 7, 7, 5, 2, 1, 5, 48, C4storice, 47270464, 鬼斬り
5, 19, Estelle, sukopi, 네플리온, Defense, 19, 7, 7, 5, 2, 1, 6, 54, 지옥연문, 47270464, 鬼斬り
6, 17, Alex, たまこん, 플라즈마톤파, Defense, 17, 6, 6, 4, 2, 2, 3, 34, YoNeaKy, 47270464, たかし
6, 18, Eleven, レイ様, 천근추, Defense, 17, 6, 6, 4, 2, 1, 4, 26, かっと, 47270464, たかし
6, 18, YuMin, お豆腐の匠, 더문, Defense, 18, 6, 6, 4, 2, 3, 3, 51, YoNeaKy, 47270464, たかし
7, 18, Celine, たまねぎ2nd, 체이서, Defense, 19, 7, 7, 6, 1, 2, 3, 75, YoNeaKy, 47270464, NotBeingAll
7, 18, Chloe, sLLLime, 수다르사나, Defense, 19, 7, 7, 6, 1, 3, 4, 57, YoNeaKy, 47270464, NotBeingAll
7, 18, Emma, 灯油, 건곤권, Defense, 18, 7, 7, 6, 1, 2, 4, 48, YoNeaKy, 47270464, NotBeingAll
8, 16, Priya, mukkoro, 헤븐즈도어, Defense, 15, 3, 3, 0, 3, 1, 2, 39, Natupon, 47270464, Toddler Ghost
8, 17, Katja, CiELzzz, 인터벤션, Defense, 16, 3, 3, 0, 3, 0, 2, 56, Natupon, 47270464, Toddler Ghost
8, 16, Leon, レヴナ, 빙화현옥수, Defense, 15, 3, 3, 0, 3, 2, 1, 19, レイ様, 47270464, Toddler Ghost
