rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 19, Leon, LORDofVERMILION, 프로스트팽, Defense, 19, 8, 8, 6, 2, 2, 6, 54, , 47271737, PerfectExecution
1, 19, Arda, Sitiyoh, 더문, Defense, 19, 8, 8, 6, 2, 2, 6, 61, , 47271737, PerfectExecution
1, 20, Jan, C4storice, 칼날 톤파-새벽, Defense, 19, 8, 8, 6, 2, 4, 3, 66, , 47271737, PerfectExecution
2, 20, Felix, たまねぎ2nd, 롱기누스의 창-진홍, Defense, 20, 16, 16, 10, 6, 10, 5, 91, Sitiyoh, 47271737, NotBeingAll
2, 20, Mai, upalupa, 뇌룡편, Defense, 20, 16, 16, 10, 6, 1, 13, 40, C4storice, 47271737, NotBeingAll
2, 20, Priya, sLLLime, 하트 브레이커-새벽, Defense, 20, 16, 16, 10, 6, 5, 11, 40, LORDofVERMILION, 47271737, NotBeingAll
3, 19, Hisui, かっと, 빛의검, Defense, 19, 8, 8, 4, 4, 4, 4, 54, たまねぎ2nd, 47271737, 鬼斬り
3, 19, Barbara, bjermiyan, 알타이르, Defense, 19, 8, 8, 4, 4, 1, 3, 45, たまねぎ2nd, 47271737, 鬼斬り
3, 19, Estelle, sukopi, 네플리온, Defense, 19, 8, 8, 4, 4, 3, 5, 33, たまねぎ2nd, 47271737, 鬼斬り
4, 19, Sissela, 지옥연문, 옥전결, Defense, 19, 7, 7, 4, 3, 4, 3, 47, sLLLime, 47271737, YAC
4, 18, Alonso, BanjaLuka, 디바인피스트, Defense, 18, 7, 7, 4, 3, 2, 5, 17, sukopi, 47271737, YAC
4, 19, Luke, CoppepanJP, 여의봉, Defense, 19, 7, 7, 4, 3, 1, 6, 66, sukopi, 47271737, YAC
5, 18, Eleven, レイ様, 천근추, Defense, 17, 7, 7, 1, 6, 0, 7, 10, かっと, 47271737, たかし
5, 19, YuMin, お豆腐の匠, 더문, Defense, 19, 7, 7, 1, 6, 3, 4, 50, sukopi, 47271737, たかし
5, 19, Alex, たまこん, 호푸어드, Defense, 18, 7, 7, 1, 6, 4, 3, 31, たまねぎ2nd, 47271737, たかし
6, 18, Hyejin, YoNeaKy, 생사부, Defense, 18, 4, 4, 2, 2, 2, 2, 36, sLLLime, 47271737, どうぶつのもり
6, 18, Nathapon, Natupon, 울트라비전, Defense, 18, 4, 4, 2, 2, 2, 2, 31, たまねぎ2nd, 47271737, どうぶつのもり
6, 19, Jan, Sharp3, 천잠장갑, Defense, 18, 4, 4, 2, 2, 0, 2, 41, sLLLime, 47271737, どうぶつのもり
7, 14, Yuki, Endeavor108, 엑스칼리버, Defense, 11, 4, 4, 1, 3, 0, 4, 8, Natupon, 47271737, 蒙古タンメン中西
7, 14, Chloe, サーモン中西, 미치광이왕의카드, Defense, 13, 4, 4, 1, 3, 2, 2, 26, LORDofVERMILION, 47271737, 蒙古タンメン中西
7, 14, Darko, ぷれこーーーーる, 여의봉, Defense, 13, 4, 4, 1, 3, 2, 1, 30, YoNeaKy, 47271737, 蒙古タンメン中西
8, 13, Leon, レヴナ, 프로스트팽, Defense, 12, 0, 0, 0, 0, 0, 0, 20, CoppepanJP, 47271737, Toddler Ghost
8, 13, Priya, mukkoro, 헤븐즈도어, Defense, 12, 0, 0, 0, 0, 0, 0, 22, 지옥연문, 47271737, Toddler Ghost
8, 14, Rio, CiELzzz, 편전, Defense, 13, 0, 0, 0, 0, 0, 0, 20, BanjaLuka, 47271737, Toddler Ghost
