rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 19, Leni, Natupon, 마탄의사수, Defense, 19, 17, 17, 9, 8, 2, 13, 9, , 47273077, どうぶつのもり
1, 20, Camilo, YoNeaKy, 환영도-진홍, Defense, 20, 17, 17, 9, 8, 11, 4, 55, , 47273077, どうぶつのもり
1, 20, Jan, Sharp3, 블러디 핸즈-진홍, Defense, 20, 17, 17, 9, 8, 3, 13, 61, , 47273077, どうぶつのもり
2, 20, Luke, CoppepanJP, 여의봉, Defense, 19, 6, 6, 4, 2, 3, 1, 76, YoNeaKy, 47273077, YAC
2, 20, Haze, 지옥연문, 발키리, Defense, 20, 6, 6, 4, 2, 1, 2, 36, YoNeaKy, 47273077, YAC
2, 20, Estelle, BanjaLuka, 빔엑스, Defense, 19, 6, 6, 4, 2, 2, 3, 29, Natupon, 47273077, YAC
3, 19, Leon, LORDofVERMILION, 프로스트팽, Defense, 19, 8, 8, 6, 2, 4, 3, 36, 지옥연문, 47273077, PerfectExecution
3, 20, Arda, Sitiyoh, 여제, Defense, 20, 8, 8, 6, 2, 2, 6, 52, BanjaLuka, 47273077, PerfectExecution
3, 20, Jan, C4storice, 택티컬톤파, Defense, 19, 8, 8, 6, 2, 2, 5, 61, CoppepanJP, 47273077, PerfectExecution
4, 19, YuMin, お豆腐の匠, 더문, Defense, 18, 4, 4, 2, 2, 2, 2, 53, たまねぎ2nd, 47273077, たかし
4, 19, Alex, たまこん, 호푸어드, Defense, 18, 4, 4, 2, 2, 2, 2, 36, Sitiyoh, 47273077, たかし
4, 19, Eleven, レイ様, 뿅망치, Defense, 18, 4, 4, 2, 2, 0, 4, 13, BanjaLuka, 47273077, たかし
5, 19, Felix, たまねぎ2nd, 애각창, Defense, 19, 6, 6, 4, 2, 3, 3, 77, LORDofVERMILION, 47273077, NotBeingAll
5, 19, Mai, upalupa, 뇌룡편, Defense, 18, 6, 6, 4, 2, 0, 6, 29, C4storice, 47273077, NotBeingAll
5, 19, Priya, sLLLime, 헤븐즈도어, Defense, 19, 6, 6, 4, 2, 3, 3, 29, LORDofVERMILION, 47273077, NotBeingAll
6, 17, Priya, mukkoro, 헤븐즈도어, Defense, 17, 4, 4, 4, 0, 1, 3, 24, YoNeaKy, 47273077, Toddler Ghost
6, 17, Rio, CiELzzz, 편전, Defense, 18, 4, 4, 4, 0, 2, 2, 36, YoNeaKy, 47273077, Toddler Ghost
6, 17, Leon, レヴナ, 빙화현옥수, Defense, 17, 4, 4, 4, 0, 1, 3, 24, YoNeaKy, 47273077, Toddler Ghost
7, 17, Hisui, かっと, 빛의검, Defense, 17, 8, 8, 1, 7, 6, 1, 39, mukkoro, 47273077, 鬼斬り
7, 17, Barbara, bjermiyan, 알타이르, Defense, 17, 8, 8, 1, 7, 1, 4, 36, CiELzzz, 47273077, 鬼斬り
7, 18, Estelle, sukopi, 네플리온, Defense, 17, 8, 8, 1, 7, 1, 6, 28, レヴナ, 47273077, 鬼斬り
8, 17, Chloe, サーモン中西, 미치광이왕의카드, Defense, 16, 5, 5, 0, 5, 1, 2, 35, Sitiyoh, 47273077, 蒙古タンメン中西
8, 17, Darko, ぷれこーーーーる, 구원의여신상, Defense, 15, 5, 5, 0, 5, 2, 2, 21, sLLLime, 47273077, 蒙古タンメン中西
8, 18, Yuki, Endeavor108, 엑스칼리버, Defense, 16, 5, 5, 0, 5, 2, 3, 21, たまねぎ2nd, 47273077, 蒙古タンメン中西
