rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, elimination, down can not eliminate, repeat down can not eliminate, down can eliminate, repeat down can eliminate, kill, assist, hunting, killer, gameId, teamName, tournament total score, tournament rank score, tournament kill score
1, 20, Camilo, 챠리리, 유성검, Hunt, 20, 6, 6, 4, 2, 0, 0, 0, 3, 3, 50, , 49103200, パクサンジュン吸収装置 , 15, 10, 5
1, 19, Leni, みゅーき, 스탬피드, Defense, 18, 6, 6, 4, 2, 0, 0, 0, 0, 5, 14, , 49103200, パクサンジュン吸収装置 , 15, 10, 5
1, 20, Hisui, らいらい, 빛의검, Defense, 20, 6, 6, 4, 2, 0, 0, 0, 3, 3, 50, , 49103200, パクサンジュン吸収装置 , 15, 10, 5
2, 20, Piolo, MaTfromDota2, 비익련리, Defense, 20, 12, 12, 11, 1, 0, 0, 0, 4, 5, 54, らいらい, 49103200, Omakase, 18.5, 7, 11.5
2, 20, Leni, かっと, 스탬피드, Defense, 18, 12, 12, 11, 1, 0, 0, 0, 1, 10, 16, らいらい, 49103200, Omakase, 18.5, 7, 11.5
2, 20, Felix, たまねぎ2nd, 롱기누스의 창-진홍, Defense, 20, 12, 12, 11, 1, 0, 0, 0, 7, 1, 66, 챠리리, 49103200, Omakase, 18.5, 7, 11.5
3, 18, Lenox, OISIIPROTEIN, 뇌룡편, Defense, 18, 3, 3, 2, 0, 0, 1, 0, 0, 3, 27, たまねぎ2nd, 49103200, ほーんてっどまんしょん, 8, 5, 3
3, 19, Adriana, うぃくらいん, 아스트라페, Defense, 19, 3, 3, 2, 0, 0, 1, 0, 1, 2, 45, MaTfromDota2, 49103200, ほーんてっどまんしょん, 8, 5, 3
3, 19, Katja, Dorago, 인터벤션, Defense, 19, 3, 3, 2, 0, 0, 1, 0, 2, 1, 53, たまねぎ2nd, 49103200, ほーんてっどまんしょん, 8, 5, 3
4, 18, Irem, catsR, 점착폭탄, Defense, 17, 6, 6, 2, 2, 0, 2, 0, 2, 1, 43, らいらい, 49103200, エステル同好会, 9, 4, 5
4, 18, Jan, sino1012, 윈드러너, Defense, 17, 6, 6, 2, 2, 0, 2, 0, 4, 1, 22, たまねぎ2nd, 49103200, エステル同好会, 9, 4, 5
4, 17, Tia, れもんだもん, 마법봉, Defense, 16, 6, 6, 2, 2, 0, 2, 0, 0, 2, 31, かっと, 49103200, エステル同好会, 9, 4, 5
5, 17, Elena, さすらいぱんだ, 레드팬서, Defense, 17, 2, 2, 0, 1, 0, 1, 0, 0, 1, 31, MaTfromDota2, 49103200, Toddler Vivid, 4.5, 3, 1.5
5, 18, Arda, Pororoca, 운명의수레바퀴, Defense, 17, 2, 2, 0, 1, 0, 1, 0, 2, 0, 47, sino1012, 49103200, Toddler Vivid, 4.5, 3, 1.5
5, 18, Felix, うぇびー, 장팔사모, Defense, 17, 2, 2, 0, 1, 0, 1, 0, 0, 1, 38, catsR, 49103200, Toddler Vivid, 4.5, 3, 1.5
6, 18, Justyna, 冷害, 혈색반월-새벽, Defense, 18, 5, 5, 3, 0, 0, 2, 0, 1, 3, 48, うぃくらいん, 49103200, 親方空から女の子が, 7, 2, 5
6, 18, Sua, Exaneko, 둠스데이, Defense, 18, 5, 5, 3, 0, 0, 2, 0, 3, 2, 63, Dorago, 49103200, 親方空から女の子が, 7, 2, 5
6, 18, Estelle, upalupa, 빔엑스, Defense, 17, 5, 5, 3, 0, 0, 2, 0, 1, 4, 52, たまねぎ2nd, 49103200, 親方空から女の子が, 7, 2, 5
7, 14, Priya, コレマサ, 헤븐즈도어, Defense, 14, 2, 2, 0, 2, 0, 0, 0, 0, 2, 24, Exaneko, 49103200, Brainstorm, 2, 1, 1
7, 15, Tazia, syon1222, 푸른색단도, Defense, 13, 2, 2, 0, 2, 0, 0, 0, 2, 0, 26, 冷害, 49103200, Brainstorm, 2, 1, 1
7, 15, Garnet, Dato2, 스파이의우산, Defense, 14, 2, 2, 0, 2, 0, 0, 0, 0, 1, 23, upalupa, 49103200, Brainstorm, 2, 1, 1
8, 11, Sissela, 10p, 옥전결, Defense, 10, 4, 4, 0, 3, 0, 1, 0, 1, 3, 17, MaTfromDota2, 49103200, あだぽしゃ, 2.5, 0, 2.5
8, 11, Bernice, ドンブレ, 폴라리스, Defense, 10, 4, 4, 0, 3, 0, 1, 0, 1, 3, 19, MaTfromDota2, 49103200, あだぽしゃ, 2.5, 0, 2.5
8, 11, Xiukai, みらくる, 파산검, Defense, 9, 4, 4, 0, 3, 0, 1, 0, 2, 2, 9, たまねぎ2nd, 49103200, あだぽしゃ, 2.5, 0, 2.5
