rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Irem, catsR, 체이서, Defense, 20, 13, 13, 2, 9, 43, , 45932970, エステル世界2位ぶにゃ
1, 20, Alex, えすみす, 뚜언띠엔, Defense, 20, 13, 13, 7, 5, 33, , 45932970, エステル世界2位ぶにゃ
1, 20, Estelle, voider26, 진홍빛낫, Defense, 20, 13, 13, 4, 8, 43, , 45932970, エステル世界2位ぶにゃ
2, 20, Echion, sino1012, 블랙맘바킹-TL, Defense, 19, 9, 9, 1, 7, 25, voider26, 45932970, TBD
2, 19, Tsubame, れもんだもん, 만천화우, Defense, 19, 9, 9, 5, 3, 50, えすみす, 45932970, TBD
2, 20, LiDailin, Hyouya, 단영촌천투, Defense, 19, 9, 9, 3, 3, 57, voider26, 45932970, TBD
3, 19, Nadine, peporen, 대황, Defense, 19, 8, 8, 2, 5, 62, catsR, 45932970, 聖帝十字陵
3, 19, Elena, sukopi, 레드팬서, Defense, 19, 8, 8, 0, 8, 16, えすみす, 45932970, 聖帝十字陵
3, 20, YuMin, 駅弁mk, 더문, Defense, 20, 8, 8, 6, 2, 65, えすみす, 45932970, 聖帝十字陵
4, 20, Estelle, ニッキーブレーク, 빔엑스, Defense, 19, 9, 9, 2, 5, 29, えすみす, 45932970, Toddler Gangster
4, 20, Lenore, かとかい, 헤븐즈도어, Defense, 20, 9, 9, 3, 5, 73, 駅弁mk, 45932970, Toddler Gangster
4, 20, Rio, Meltt, 페일노트-진홍, Defense, 20, 9, 9, 4, 3, 72, 駅弁mk, 45932970, Toddler Gangster
5, 19, Felix, たまねぎ2nd, 애각창, Defense, 18, 4, 4, 2, 1, 58, かとかい, 45932970, NotBeingAll
5, 18, Mai, upalupa, 글레이프니르, Defense, 18, 4, 4, 0, 3, 14, Meltt, 45932970, NotBeingAll
5, 18, Priya, sLLLime, 헤븐즈도어, Defense, 18, 4, 4, 2, 2, 32, 駅弁mk, 45932970, NotBeingAll
6, 16, Adina, ハッピー天月, 더스타, Defense, 15, 1, 1, 0, 1, 20, たまねぎ2nd, 45932970, トム_
6, 16, Aya, とんとジェニー, 엔데버AX, Defense, 16, 1, 1, 0, 1, 37, sLLLime, 45932970, トム_
6, 15, Estelle, ドンブレ, 빔엑스, Defense, 15, 1, 1, 1, 0, 18, たまねぎ2nd, 45932970, トム_
7, 15, Theodore, ZEKURIP, 데드아이, Defense, 14, 3, 3, 0, 3, 29, sino1012, 45932970, チクチク梅
7, 15, Aiden, レイライン, 빛의검, Defense, 13, 3, 3, 1, 1, 22, Hyouya, 45932970, チクチク梅
7, 15, Hisui, 無双, 모노호시자오, Defense, 15, 3, 3, 2, 1, 29, Hyouya, 45932970, チクチク梅
8, 14, Hart, 舞野, 원더풀투나잇, Defense, 14, 0, 0, 0, 0, 34, ニッキーブレーク, 45932970, 舞野組
8, 14, Charlotte, DEKABIGUNO, 절제, Defense, 13, 0, 0, 0, 0, 7, Meltt, 45932970, 舞野組
8, 14, Sissela, 漁夫カルマ, 루테늄구슬, Defense, 13, 0, 0, 0, 0, 32, かとかい, 45932970, 舞野組
