rank,level,character,nickname,weapon,"best weapon mastery","best weapon mastery level","total field kill","team kill","team kill normal","team kill autoresurrection",kill,assist,hunting,killer,gameId,teamName
1,20,Irem,catsR,파이어볼,Defense,20,13,14,13,1,5,6,67,0,47501189,OverThrow
1,20,Hisui,kemiko,빛의검,Defense,20,13,14,13,1,2,6,68,0,47501189,OverThrow
1,20,Leon,sino1012,빙화현옥수,Defense,20,13,14,13,1,6,6,65,0,47501189,OverThrow
2,20,Elena,Tnsh,미스틸테인,Defense,19,8,8,5,3,2,3,32,sino1012,47501189,Forsen
2,20,Sua,Gyoo,둠스데이,Defense,19,8,8,5,3,1,6,52,sino1012,47501189,Forsen
2,19,Chloe,Alek,수다르사나,Defense,19,8,8,5,3,5,3,54,catsR,47501189,Forsen
3,19,Nicky,レイライン,빙화현옥수,Defense,18,7,7,7,0,0,6,35,catsR,47501189,チクチク梅
3,19,William,ZEKURIP,안티오크의수류탄,Defense,19,7,7,7,0,5,1,65,sino1012,47501189,チクチク梅
3,19,Sua,無双,마법봉,Defense,19,7,7,7,0,2,5,71,catsR,47501189,チクチク梅
4,19,Mai,upalupa,사복검,Defense,18,15,15,14,1,2,13,18,ZEKURIP,47501189,NotBeingAll
4,19,Felix,たまねぎ2nd,"롱기누스의 창-진홍",Defense,20,15,15,14,1,6,8,53,無双,47501189,NotBeingAll
4,18,Adina,sLLLime,더문,Defense,18,15,15,14,1,7,7,32,kemiko,47501189,NotBeingAll
5,18,Estelle,ニッキーブレーク,빔엑스,Defense,17,7,7,5,2,1,5,18,upalupa,47501189,"Toddler Gangster"
5,19,Katja,Meltt,인터벤션,Defense,19,7,7,5,2,5,2,43,catsR,47501189,"Toddler Gangster"
5,18,Justyna,かとかい,"팬텀 볼트",Defense,18,7,7,5,2,1,5,34,sino1012,47501189,"Toddler Gangster"
6,17,Eleven,mukkoro,다그다의망치,Defense,16,2,2,1,1,0,2,20,たまねぎ2nd,47501189,"Toddler Ghost"
6,17,Justyna,冷害,"팬텀 볼트",Defense,17,2,2,1,1,0,1,63,sLLLime,47501189,"Toddler Ghost"
6,17,Katja,CiELzzz,인터벤션,Defense,16,2,2,1,1,2,0,23,たまねぎ2nd,47501189,"Toddler Ghost"
7,17,Charlotte,松マキサ,운명의수레바퀴,Defense,16,5,5,4,1,1,3,15,sLLLime,47501189,SCB
7,18,Istvan,LegendOfLeague,애각창,Defense,17,5,5,4,1,3,1,45,catsR,47501189,SCB
7,17,Luke,akihisa,타구봉,Defense,16,5,5,4,1,1,2,25,0,47501189,SCB
8,17,Shoichi,たまこん,파산검,Defense,17,7,7,5,2,3,2,35,ZEKURIP,47501189,たかし
8,18,Kenneth,お豆腐の匠,반고부,Defense,18,7,7,5,2,4,2,34,Alek,47501189,たかし
8,17,Charlotte,レイ様,절제,Defense,14,7,7,5,2,0,7,6,無双,47501189,たかし
