rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, elimination, down can not eliminate, repeat down can not eliminate, down can eliminate, repeat down can eliminate, kill, assist, hunting, killer, gameId, teamName, tournament total score, tournament rank score, tournament kill score
1, 20, Chiara, モコー, 아르고스의눈, Defense, 20, 12, 12, 12, 0, 0, 0, 0, 2, 8, 39, , 48100762, LUMIで来た, 22, 10, 12
1, 20, Jenny, 前ブリンクうまお, 하이눈, Defense, 20, 12, 12, 12, 0, 0, 0, 0, 9, 3, 95, , 48100762, LUMIで来た, 22, 10, 12
1, 19, Charlotte, 만년광물, 더썬, Defense, 19, 12, 12, 12, 0, 0, 0, 0, 1, 10, 21, , 48100762, LUMIで来た, 22, 10, 12
2, 19, Hyejin, YoNeaKy, 흑련비표-새벽, Defense, 20, 14, 14, 10, 2, 0, 2, 0, 6, 6, 26, 前ブリンクうまお, 48100762, ツェアライセン, 20, 7, 13
2, 19, William, ぷれこーーーーる, 안티오크의수류탄, Defense, 20, 14, 14, 10, 2, 0, 2, 0, 5, 6, 49, 前ブリンクうまお, 48100762, ツェアライセン, 20, 7, 13
2, 20, Jan, C4storice, 흑요석짓테, Defense, 19, 14, 14, 10, 2, 0, 2, 0, 3, 7, 40, 前ブリンクうまお, 48100762, ツェアライセン, 20, 7, 13
3, 19, Katja, 冷害, 안드로메다, Defense, 19, 5, 5, 2, 0, 0, 3, 0, 2, 3, 61, モコー, 48100762, Toddler Ghost, 10, 5, 5
3, 18, Garnet, mukkoro, 스파이의우산, Defense, 18, 5, 5, 2, 0, 0, 3, 0, 2, 3, 54, 前ブリンクうまお, 48100762, Toddler Ghost, 10, 5, 5
3, 18, Darko, レヴナ, 여의봉, Defense, 17, 5, 5, 2, 0, 0, 3, 0, 1, 3, 35, YoNeaKy, 48100762, Toddler Ghost, 10, 5, 5
4, 19, Elena, HeianKYO, 활빈검, Defense, 18, 1, 1, 0, 1, 0, 0, 0, 0, 1, 27, ぷれこーーーーる, 48100762, †神縫合†, 4.5, 4, 0.5
4, 18, Tia, kawaiiOTP, 터럭손방망이, Defense, 18, 1, 1, 0, 1, 0, 0, 0, 0, 0, 67, たまこん, 48100762, †神縫合†, 4.5, 4, 0.5
4, 18, Aya, rosen, 엔데버AX, Defense, 18, 1, 1, 0, 1, 0, 0, 0, 1, 0, 48, mukkoro, 48100762, †神縫合†, 4.5, 4, 0.5
5, 19, Hart, たまこん, 프리버드, Defense, 19, 7, 7, 3, 2, 0, 2, 0, 3, 4, 30, 前ブリンクうまお, 48100762, たかし, 9, 3, 6
5, 19, Darko, レイ様, 구원의여신상, Defense, 18, 7, 7, 3, 2, 0, 2, 0, 3, 4, 28, ぷれこーーーーる, 48100762, たかし, 9, 3, 6
5, 19, Kenneth, お豆腐の匠, 반고부, Defense, 18, 7, 7, 3, 2, 0, 2, 0, 1, 4, 48, ぷれこーーーーる, 48100762, たかし, 9, 3, 6
6, 19, Isol, 義妹, 마탄의사수, Defense, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 前ブリンクうまお, 48100762, 好きな素材発表ドラゴン, 2, 2, 0
6, 19, Lenore, Flow, 헤븐즈도어, Defense, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 前ブリンクうまお, 48100762, 好きな素材発表ドラゴン, 2, 2, 0
6, 19, Lenox, アルペジオ, 사복검, Defense, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 前ブリンクうまお, 48100762, 好きな素材発表ドラゴン, 2, 2, 0
7, 17, Arda, あっぷるん, 은둔자, Defense, 18, 8, 8, 2, 2, 0, 4, 0, 3, 3, 39, ぷれこーーーーる, 48100762, ちねりっぷるん, 8, 1, 7
7, 18, Markus, 葉月千悠, 천근추, Defense, 17, 8, 8, 2, 2, 0, 4, 0, 0, 6, 28, 만년광물, 48100762, ちねりっぷるん, 8, 1, 7
7, 17, Hart, 水無れき, 하트 브레이커-진홍, Defense, 17, 8, 8, 2, 2, 0, 4, 0, 5, 3, 35, C4storice, 48100762, ちねりっぷるん, 8, 1, 7
8, 11, Celine, さすらいぱんだ, 소이탄, Defense, 10, 1, 1, 0, 0, 0, 1, 0, 0, 1, 30, 冷害, 48100762, Toddler Vivid, 1, 0, 1
8, 11, Katja, Pororoca, Tac-50, Defense, 10, 1, 1, 0, 0, 0, 1, 0, 1, 0, 25, YoNeaKy, 48100762, Toddler Vivid, 1, 0, 1
8, 11, Lenox, うぇびー, 캐소드라쉬, Defense, 8, 1, 1, 0, 0, 0, 1, 0, 0, 1, 7, YoNeaKy, 48100762, Toddler Vivid, 1, 0, 1
