rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, elimination, down can not eliminate, repeat down can not eliminate, down can eliminate, repeat down can eliminate, kill, assist, hunting, killer, gameId, teamName, tournament total score, tournament rank score, tournament kill score
1, 20, Hart, guppy63, 하트 브레이커-진홍, Defense, 20, 9, 9, 6, 1, 0, 2, 0, 5, 3, 53, , 48883410, 最強★Love & Peace, 18.5, 10, 8.5
1, 20, Mai, chainin, 뇌룡편, Defense, 19, 9, 9, 6, 1, 0, 2, 0, 0, 9, 14, , 48883410, 最強★Love & Peace, 18.5, 10, 8.5
1, 19, Tia, Atato, 터럭손방망이, Defense, 19, 9, 9, 6, 1, 0, 2, 0, 4, 3, 54, , 48883410, 最強★Love & Peace, 18.5, 10, 8.5
2, 20, LiDailin, 二寸法師, 천잠장갑, Defense, 19, 8, 8, 7, 1, 0, 0, 0, 4, 3, 41, guppy63, 48883410, AYDEN杯二次会組, 14.5, 7, 7.5
2, 20, Haze, makobi, 피안화, Defense, 20, 8, 8, 7, 1, 0, 0, 0, 0, 7, 60, Atato, 48883410, AYDEN杯二次会組, 14.5, 7, 7.5
2, 20, Darko, 暴言は敗北を招く, 여의봉, Defense, 20, 8, 8, 7, 1, 0, 0, 0, 4, 3, 38, guppy63, 48883410, AYDEN杯二次会組, 14.5, 7, 7.5
3, 19, Rio, PecoMizuki, 이글아이, Defense, 20, 9, 9, 6, 3, 0, 0, 0, 6, 3, 71, guppy63, 48883410, 佐川大根, 12.5, 5, 7.5
3, 19, DebiMarlene, Latesummerr, 레바테인, Defense, 19, 9, 9, 6, 3, 0, 0, 0, 1, 7, 30, 二寸法師, 48883410, 佐川大根, 12.5, 5, 7.5
3, 19, Lenox, Flere210, 사복검, Defense, 19, 9, 9, 6, 3, 0, 0, 0, 2, 5, 20, 暴言は敗北を招く, 48883410, 佐川大根, 12.5, 5, 7.5
4, 19, Tia, neer, 터럭손방망이, Defense, 18, 5, 5, 3, 0, 0, 2, 0, 1, 4, 58, 二寸法師, 48883410, ルミア島リサーチセンター, 9, 4, 5
4, 19, Bernice, rauz, 안드로메다, Defense, 19, 5, 5, 3, 0, 0, 2, 0, 2, 3, 51, 暴言は敗北を招く, 48883410, ルミア島リサーチセンター, 9, 4, 5
4, 18, Eleven, ハクレイ, 다그다의망치, Defense, 18, 5, 5, 3, 0, 0, 2, 0, 2, 3, 14, 二寸法師, 48883410, ルミア島リサーチセンター, 9, 4, 5
5, 18, Isol, かめちゃ, 마탄의사수, Hunt, 18, 4, 4, 2, 0, 0, 2, 0, 0, 4, 39, Latesummerr, 48883410, たこ焼き, 7, 3, 4
5, 18, Garnet, チクタク, 팔괘장, Defense, 17, 4, 4, 2, 0, 0, 2, 0, 1, 3, 33, 暴言は敗北を招く, 48883410, たこ焼き, 7, 3, 4
5, 19, Katja, LxN, 위도우 메이커-진홍, Hunt, 19, 4, 4, 2, 0, 0, 2, 0, 3, 1, 55, 暴言は敗北を招く, 48883410, たこ焼き, 7, 3, 4
6, 18, YuMin, azazazazazazazaz, 더문, Defense, 18, 8, 8, 5, 2, 0, 1, 0, 3, 4, 70, rauz, 48883410, ルミネスター, 9, 2, 7
6, 18, Isaac, Mimoria, 만년한파, Defense, 17, 8, 8, 5, 2, 0, 1, 0, 4, 3, 18, ハクレイ, 48883410, ルミネスター, 9, 2, 7
6, 17, Katja, まいめろでぃー, 인터벤션, Defense, 17, 8, 8, 5, 2, 0, 1, 0, 1, 4, 38, guppy63, 48883410, ルミネスター, 9, 2, 7
7, 17, Estelle, SSPotato, 빔엑스, Defense, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, PecoMizuki, 48883410, シャルティメットストーム, 1, 1, 0
7, 17, Alex, ここかな, 뚜언띠엔, Hunt, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, Flere210, 48883410, シャルティメットストーム, 1, 1, 0
7, 17, Isol, 義妹, 알타이르, Hunt, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, azazazazazazazaz, 48883410, シャルティメットストーム, 1, 1, 0
8, 11, Adina, kur1ch4n, 더스타, Defense, 9, 3, 3, 0, 1, 0, 2, 0, 1, 2, 14, Mimoria, 48883410, 私とりんご穏健派, 2.5, 0, 2.5
8, 10, Rio, PYP, 편전, Defense, 8, 3, 3, 0, 1, 0, 2, 0, 1, 0, 20, Mimoria, 48883410, 私とりんご穏健派, 2.5, 0, 2.5
8, 11, Estelle, hato88, 빔엑스, Defense, 8, 3, 3, 0, 1, 0, 2, 0, 1, 2, 12, azazazazazazazaz, 48883410, 私とりんご穏健派, 2.5, 0, 2.5
