rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Theodore, Prushka, 위도우 메이커-새벽, Defense, 20, 17, 18, 5, 12, 39, , 45809927, Toddler Gangster
1, 20, Alonso, ニッキーブレーク, 프로스트팽, Defense, 20, 17, 18, 1, 14, 23, , 45809927, Toddler Gangster
1, 20, Bernice, Meltt, 위도우 메이커-진홍, Defense, 20, 17, 18, 11, 6, 67, , 45809927, Toddler Gangster
2, 20, DebiMarlene, えすみす, 다인슬라이프-진홍, Defense, 20, 5, 5, 3, 2, 27, Meltt, 45809927, エステル世界2位ぶにゃ
2, 20, Irem, catsR, 여의주, Defense, 20, 5, 5, 2, 3, 57, Meltt, 45809927, エステル世界2位ぶにゃ
2, 20, Elena, voider26, 레드팬서, Defense, 20, 5, 5, 0, 5, 37, Meltt, 45809927, エステル世界2位ぶにゃ
3, 20, Nicky, OISIIPROTEIN, 아이언피스트, Defense, 19, 6, 6, 0, 5, 23, Prushka, 45809927, いなずまっ！
3, 20, Hart, かっと, 원더풀투나잇, Defense, 20, 6, 6, 3, 3, 59, Prushka, 45809927, いなずまっ！
3, 20, Celine, らいらい, 체이서, Defense, 20, 6, 6, 3, 3, 69, ニッキーブレーク, 45809927, いなずまっ！
4, 19, Irem, IREMKING, 점착폭탄, Defense, 18, 3, 3, 1, 0, 24, , 45809927, Brainstorm
4, 19, Darko, コレマサ, 구원의여신상, Defense, 19, 3, 3, 1, 1, 31, catsR, 45809927, Brainstorm
4, 20, Elena, HeianKYO, 아르고스의눈, Defense, 20, 3, 3, 1, 0, 66, えすみす, 45809927, Brainstorm
5, 19, Bernice, spadeokayu, 폴라리스, Defense, 19, 7, 7, 3, 3, 50, Prushka, 45809927, インペリアルマンモス
5, 20, Celine, PuffingCat, 여의주, Defense, 20, 7, 7, 3, 2, 41, らいらい, 45809927, インペリアルマンモス
5, 19, Garnet, MERCURYCUBE, 스파이의우산, Defense, 18, 7, 7, 1, 4, 18, らいらい, 45809927, インペリアルマンモス
6, 19, Rio, sLLLime, 페일노트-진홍, Defense, 20, 8, 8, 6, 2, 44, Meltt, 45809927, NotBeingAll
6, 20, Karla, たまねぎ2nd, 포이즌드크로스보우, Defense, 19, 8, 8, 1, 6, 59, PuffingCat, 45809927, NotBeingAll
6, 19, Alonso, upalupa, 디바인피스트, Defense, 19, 8, 8, 1, 6, 21, spadeokayu, 45809927, NotBeingAll
7, 16, Alonso, Tnsh, 디바인피스트, Defense, 16, 5, 5, 0, 5, 15, sLLLime, 45809927, Forsen
7, 17, Bernice, Alek, 현자총통, Defense, 17, 5, 5, 1, 3, 47, sLLLime, 45809927, Forsen
7, 17, YuMin, Gyoo, 여제, Defense, 18, 5, 5, 4, 1, 53, sLLLime, 45809927, Forsen
8, 12, Karla, さすらいぱんだ, 포이즌드크로스보우, Defense, 12, 3, 3, 1, 2, 16, upalupa, 45809927, Toddler Vivid
8, 12, Rio, Pororoca, 제베의활, Defense, 12, 3, 3, 2, 1, 18, sLLLime, 45809927, Toddler Vivid
8, 11, Alonso, yasuoぼっと, 디바인피스트, Defense, 9, 3, 3, 0, 2, 10, sLLLime, 45809927, Toddler Vivid
