rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, elimination, down can not eliminate, repeat down can not eliminate, down can eliminate, repeat down can eliminate, kill, assist, hunting, killer, gameId, teamName, tournament total score, tournament rank score, tournament kill score
1, 20, Nicky, 피세, 블러디 핸즈-새벽, Defense, 20, 18, 18, 14, 1, 0, 3, 0, 10, 8, 68, , 48237090, NTK, 27.5, 10, 17.5
1, 20, Lyanh, 避けてください, 비색단검, Defense, 20, 18, 18, 14, 1, 0, 3, 0, 4, 11, 74, , 48237090, NTK, 27.5, 10, 17.5
1, 20, Johann, 3y3s, 더썬, Defense, 19, 18, 18, 14, 1, 0, 3, 0, 4, 14, 15, , 48237090, NTK, 27.5, 10, 17.5
2, 20, Nicky, 二寸法師, 아이언피스트, Defense, 20, 11, 11, 7, 2, 0, 2, 0, 7, 3, 58, 避けてください, 48237090, ぽんづき², 17, 7, 10
2, 20, Elena, 恐怖のチンチラ, 미스틸테인, Defense, 20, 11, 11, 7, 2, 0, 2, 0, 0, 9, 45, 피세, 48237090, ぽんづき², 17, 7, 10
2, 20, Bernice, おぼろづき米, 위도우메이커, Defense, 20, 11, 11, 7, 2, 0, 2, 0, 4, 5, 83, 피세, 48237090, ぽんづき², 17, 7, 10
4, 20, Isol, 冷害, 엔데버AX, Hunt, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 二寸法師, 48237090, Toddler Ghost, 4, 4, 0
4, 19, DebiMarlene, レヴナ, 레바테인, Defense, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, おぼろづき米, 48237090, Toddler Ghost, 4, 4, 0
4, 18, Markus, mukkoro, 반고부, Defense, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 二寸法師, 48237090, Toddler Ghost, 4, 4, 0
5, 19, Xiukai, 鈴木リコリス, 트리아이나, Defense, 18, 9, 9, 3, 4, 0, 2, 0, 2, 7, 17, 避けてください, 48237090, EGGNITE, 10, 3, 7
5, 19, Karla, Twitchtatsuo0308, 팬텀 볼트, Defense, 19, 9, 9, 3, 4, 0, 2, 0, 3, 4, 47, 피세, 48237090, EGGNITE, 10, 3, 7
5, 19, Adina, たまご, 더문, Defense, 19, 9, 9, 3, 4, 0, 2, 0, 4, 3, 52, 피세, 48237090, EGGNITE, 10, 3, 7
6, 19, Jenny, kawaiiOTP, 알타이르, Defense, 19, 8, 8, 5, 3, 0, 0, 0, 5, 1, 40, たまご, 48237090, †神縫合†, 8.5, 2, 6.5
6, 19, Elena, HeianKYO, 레드팬서, Defense, 18, 8, 8, 5, 3, 0, 0, 0, 0, 6, 30, 피세, 48237090, †神縫合†, 8.5, 2, 6.5
6, 18, Chloe, rosen, 수다르사나, Defense, 18, 8, 8, 5, 3, 0, 0, 0, 3, 3, 25, 3y3s, 48237090, †神縫合†, 8.5, 2, 6.5
7, 17, Laura, kumikuma, 우라누스, Defense, 16, 4, 4, 0, 1, 0, 3, 0, 3, 1, 34, 避けてください, 48237090, Portamento, 4.5, 1, 3.5
7, 17, Priya, じゃっきーらぶ, 천국의계단, Defense, 16, 4, 4, 0, 1, 0, 3, 0, 0, 3, 32, 피세, 48237090, Portamento, 4.5, 1, 3.5
7, 17, Jan, Efina, 단영촌천투, Defense, 16, 4, 4, 0, 1, 0, 3, 0, 1, 3, 24, 3y3s, 48237090, Portamento, 4.5, 1, 3.5
8, 16, Theodore, Kazahana, 가우스라이플, Defense, 15, 5, 5, 1, 4, 0, 0, 0, 1, 3, 26, rosen, 48237090, 無敵昇竜, 3, 0, 3
8, 16, Nicky, ymt, 빙화현옥수, Defense, 14, 5, 5, 1, 4, 0, 0, 0, 1, 2, 15, 피세, 48237090, 無敵昇竜, 3, 0, 3
8, 17, Hyejin, YoNeaKy, 옥전결, Defense, 16, 5, 5, 1, 4, 0, 0, 0, 3, 2, 48, kawaiiOTP, 48237090, 無敵昇竜, 3, 0, 3
3, 19, Leon, TKDNdecoy, 프로스트팽, Defense, 18, 3, 3, 2, 0, 0, 1, 0, 1, 2, 44, , 48237090, メル現金化団, 8, 5, 3
3, 19, Markus, にとっち, 반고부, Defense, 18, 3, 3, 2, 0, 0, 1, 0, 1, 2, 22, , 48237090, メル現金化団, 8, 5, 3
3, 20, Bernice, 駅弁mk, 안드로메다, Hunt, 19, 3, 3, 2, 0, 0, 1, 0, 1, 2, 68, , 48237090, メル現金化団, 8, 5, 3
