rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 19, Markus, Tnsh, 반고부, Defense, 19, 16, 18, 11, 7, 3, 9, 29, , 47269280, Forsen
1, 20, Chloe, Alek, 흑련비표-진홍, Defense, 20, 16, 18, 11, 7, 11, 4, 65, , 47269280, Forsen
1, 20, Irem, Gyoo, 파이어볼, Defense, 19, 16, 18, 11, 7, 2, 10, 56, , 47269280, Forsen
2, 20, Lyanh, thato, 비색단검, Defense, 19, 8, 8, 7, 1, 3, 4, 60, Alek, 47269280, CROSSOVER
2, 20, Echion, kemiko, 블랙맘바킹-FC, Defense, 19, 8, 8, 7, 1, 0, 6, 39, Tnsh, 47269280, CROSSOVER
2, 20, Zahir, べんとりっく, 빙백은침, Defense, 20, 8, 8, 7, 1, 5, 1, 82, Alek, 47269280, CROSSOVER
3, 19, Elena, レイライン, 활빈검, Defense, 18, 9, 9, 2, 7, 1, 3, 30, べんとりっく, 47269280, チクチク梅
3, 19, Chloe, ZEKURIP, 수다르사나, Defense, 18, 9, 9, 2, 7, 4, 4, 25, , 47269280, チクチク梅
3, 19, Hisui, 無双, 빛의검, Defense, 18, 9, 9, 2, 7, 4, 1, 52, sino1012, 47269280, チクチク梅
4, 19, Vanya, sino1012, 더문, Defense, 19, 7, 7, 5, 2, 7, 0, 55, thato, 47269280, らむだ
4, 19, Charlotte, れもんだもん, 더썬, Defense, 18, 7, 7, 5, 2, 0, 6, 19, べんとりっく, 47269280, らむだ
4, 20, Adina, Rirolu, 더문, Defense, 19, 7, 7, 5, 2, 0, 4, 45, , 47269280, らむだ
5, 19, LiDailin, voider26, 주작자문, Defense, 18, 6, 6, 3, 3, 4, 2, 33, sino1012, 47269280, Bunya
5, 19, Alex, えすみす, 뚜언띠엔, Defense, 19, 6, 6, 3, 3, 2, 4, 54, ZEKURIP, 47269280, Bunya
5, 20, Irem, catsR, 파이어볼, Defense, 20, 6, 6, 3, 3, 0, 5, 36, レイライン, 47269280, Bunya
6, 16, Adela, 松マキサ, 아르고스의눈, Defense, 16, 7, 7, 1, 6, 2, 3, 33, sino1012, 47269280, SCB
6, 16, Nicky, akihisa, 아이언피스트, Defense, 15, 7, 7, 1, 6, 4, 3, 19, sino1012, 47269280, SCB
6, 16, Jan, LegendOfLeague, 택티컬톤파, Defense, 14, 7, 7, 1, 6, 1, 3, 25, sino1012, 47269280, SCB
7, 17, Mai, ニッキーブレーク, 뇌룡편, Defense, 16, 4, 4, 0, 4, 0, 3, 18, べんとりっく, 47269280, Toddler Gangster
7, 17, Karla, Prushka, 팬텀 볼트, Defense, 17, 4, 4, 0, 4, 1, 3, 34, べんとりっく, 47269280, Toddler Gangster
7, 17, Nadine, Meltt, 대황, Defense, 17, 4, 4, 0, 4, 3, 0, 45, thato, 47269280, Toddler Gangster
8, 15, Hart, ハッピー天月, 프리버드, Defense, 16, 10, 10, 3, 7, 5, 3, 41, Gyoo, 47269280, Out of Control
8, 16, Camilo, らいらい, 디오스쿠로이, Defense, 15, 10, 10, 3, 7, 3, 4, 40, Alek, 47269280, Out of Control
8, 15, Mai, みゅーき, 글레이프니르, Defense, 14, 10, 10, 3, 7, 2, 7, 31, Alek, 47269280, Out of Control
