rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, Leon, えすみす, 프로스트팽, Defense, 19, 9, 9, 7, 2, 3, 5, 38, , 47273417, Bunya
1, 20, Irem, catsR, 파이어볼, Defense, 20, 9, 9, 7, 2, 3, 5, 47, , 47273417, Bunya
1, 20, Estelle, voider26, 빔엑스, Defense, 19, 9, 9, 7, 2, 3, 4, 24, , 47273417, Bunya
2, 20, Hisui, kemiko, 빛의검, Defense, 20, 16, 16, 12, 4, 4, 5, 63, catsR, 47273417, CROSSOVER
2, 20, Zahir, べんとりっく, 흑련비표, Defense, 20, 16, 16, 12, 4, 8, 6, 73, catsR, 47273417, CROSSOVER
2, 20, Lyanh, thato, 소울리퍼, Defense, 20, 16, 16, 12, 4, 4, 8, 37, えすみす, 47273417, CROSSOVER
3, 19, Rozzi, ZEKURIP, 하이눈, Defense, 19, 18, 18, 4, 14, 6, 7, 40, べんとりっく, 47273417, チクチク梅
3, 19, Elena, レイライン, 미스틸테인, Defense, 19, 18, 18, 4, 14, 2, 9, 23, べんとりっく, 47273417, チクチク梅
3, 19, Hisui, 無双, 빛의검, Defense, 19, 18, 18, 4, 14, 10, 7, 58, thato, 47273417, チクチク梅
4, 20, Isol, sino1012, 스탬피드, Defense, 20, 2, 2, 0, 2, 1, 1, 40, voider26, 47273417, らむだ
4, 20, Adriana, れもんだもん, 체이서-새벽, Defense, 20, 2, 2, 0, 2, 1, 0, 43, えすみす, 47273417, らむだ
4, 18, Adina, Rirolu, 더문, Defense, 18, 2, 2, 0, 2, 0, 0, 24, voider26, 47273417, らむだ
5, 20, Elena, Tnsh, 미스틸테인, Defense, 20, 8, 8, 5, 3, 2, 6, 29, べんとりっく, 47273417, Forsen
5, 20, Sua, Gyoo, 터럭손방망이, Defense, 20, 8, 8, 5, 3, 3, 4, 61, kemiko, 47273417, Forsen
5, 20, Haze, Alek, 발키리, Defense, 20, 8, 8, 5, 3, 3, 5, 69, kemiko, 47273417, Forsen
6, 18, Nathapon, 松マキサ, 울트라비전, Defense, 19, 11, 11, 6, 5, 5, 3, 51, 無双, 47273417, SCB
6, 18, YuMin, akihisa, 여제, Defense, 19, 11, 11, 6, 5, 3, 6, 57, 無双, 47273417, SCB
6, 17, Markus, LegendOfLeague, 반고부, Defense, 18, 11, 11, 6, 5, 3, 5, 28, ZEKURIP, 47273417, SCB
7, 17, Mai, ニッキーブレーク, 뇌룡편, Defense, 16, 6, 6, 1, 5, 0, 6, 12, Alek, 47273417, Toddler Gangster
7, 17, Nadine, Meltt, 대황, Defense, 18, 6, 6, 1, 5, 2, 3, 28, LegendOfLeague, 47273417, Toddler Gangster
7, 17, Karla, Prushka, 포이즌드크로스보우, Defense, 18, 6, 6, 1, 5, 4, 1, 49, akihisa, 47273417, Toddler Gangster
8, 17, Echion, い力, 블랙맘바킹-TL, Defense, 17, 6, 6, 2, 4, 0, 4, 37, thato, 47273417, Out of Control
8, 16, Camilo, らいらい, 디오스쿠로이, Defense, 17, 6, 6, 2, 4, 3, 1, 29, thato, 47273417, Out of Control
8, 17, Hart, ハッピー天月, 프리버드, Defense, 17, 6, 6, 2, 4, 3, 3, 55, べんとりっく, 47273417, Out of Control
