rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, Zahir, べんとりっく, 빙백은침, Defense, 20, 12, 13, 9, 4, 2, 5, 64, , 47270546, CROSSOVER
1, 20, Hisui, kemiko, 빛의검, Defense, 20, 12, 13, 9, 4, 7, 5, 38, , 47270546, CROSSOVER
1, 20, Lyanh, thato, 비색 단검-진홍, Defense, 20, 12, 13, 9, 4, 3, 9, 26, , 47270546, CROSSOVER
2, 20, Jackie, ハッピー天月, 반고부, Defense, 20, 20, 20, 13, 7, 12, 7, 40, kemiko, 47270546, Out of Control
2, 20, Mai, みゅーき, 글레이프니르, Defense, 20, 20, 20, 13, 7, 2, 14, 30, thato, 47270546, Out of Control
2, 20, Camilo, らいらい, 자웅일대검, Defense, 20, 20, 20, 13, 7, 6, 12, 47, thato, 47270546, Out of Control
4, 19, Leni, LegendOfLeague, 엘레강스, Defense, 19, 10, 10, 6, 4, 2, 8, 21, ハッピー天月, 47270546, SCB
4, 19, Hyunwoo, 松マキサ, 주작자문, Defense, 20, 10, 10, 6, 4, 1, 8, 25, ハッピー天月, 47270546, SCB
4, 20, Isaac, akihisa, 맨티스톤파, Defense, 20, 10, 10, 6, 4, 7, 3, 35, みゅーき, 47270546, SCB
5, 19, Elena, レイライン, 활빈검, Defense, 18, 8, 8, 5, 3, 1, 5, 23, ハッピー天月, 47270546, チクチク梅
5, 19, Chloe, ZEKURIP, 수다르사나, Defense, 19, 8, 8, 5, 3, 0, 8, 39, らいらい, 47270546, チクチク梅
5, 20, Hisui, 無双, 빛의검, Defense, 20, 8, 8, 5, 3, 7, 1, 83, , 47270546, チクチク梅
6, 18, Mai, ニッキーブレーク, 뇌룡편, Defense, 19, 6, 6, 1, 5, 1, 3, 18, akihisa, 47270546, Toddler Gangster
6, 20, Karla, Prushka, 혈색반월-새벽, Hunt, 20, 6, 6, 1, 5, 1, 4, 59, akihisa, 47270546, Toddler Gangster
6, 20, Nadine, Meltt, 대황, Defense, 20, 6, 6, 1, 5, 4, 2, 50, LegendOfLeague, 47270546, Toddler Gangster
7, 18, Adina, Rirolu, 더스타, Hunt, 19, 3, 3, 2, 1, 0, 2, 59, kemiko, 47270546, らむだ
7, 19, Vanya, sino1012, 더문, Defense, 20, 3, 3, 2, 1, 3, 0, 71, べんとりっく, 47270546, らむだ
7, 18, Charlotte, れもんだもん, 절제, Defense, 18, 3, 3, 2, 1, 0, 2, 37, 無双, 47270546, らむだ
8, 17, Elena, Tnsh, 활빈검, Defense, 19, 7, 7, 2, 5, 0, 6, 25, akihisa, 47270546, Forsen
8, 18, Sua, Gyoo, 터럭손방망이, Defense, 19, 7, 7, 2, 5, 0, 7, 30, 松マキサ, 47270546, Forsen
8, 18, Katja, Alek, 인터벤션, Hunt, 20, 7, 7, 2, 5, 7, 0, 61, akihisa, 47270546, Forsen
3, 18, Irem, catsR, 점착폭탄, Defense, 19, 8, 8, 1, 7, 3, 3, 39, , 47270546, Bunya
3, 18, Isol, えすみす, 엔데버AX, Defense, 19, 8, 8, 1, 7, 4, 1, 59, , 47270546, Bunya
3, 19, Estelle, voider26, 빔엑스, Defense, 18, 8, 8, 1, 7, 1, 6, 30, , 47270546, Bunya
