rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, Chiara, OISIIPROTEIN, 아르고스의눈, Defense, 20, 11, 11, 8, 3, 6, 5, 54, , 46827932, ほーんてっどまんしょん
1, 20, Bernice, Dorago, 안드로메다, Defense, 20, 11, 11, 8, 3, 3, 8, 85, , 46827932, ほーんてっどまんしょん
1, 19, Johann, うぃくらいん, 더썬, Defense, 19, 11, 11, 8, 3, 2, 9, 24, , 46827932, ほーんてっどまんしょん
2, 20, Jan, Sharp3, 천잠장갑, Defense, 19, 15, 15, 6, 9, 6, 9, 37, OISIIPROTEIN, 46827932, ぷちぷちおみせっち
2, 20, Nathapon, Natupon, 비전 플렉스-새벽, Defense, 19, 15, 15, 6, 9, 2, 13, 31, OISIIPROTEIN, 46827932, ぷちぷちおみせっち
2, 20, Bernice, LeetPhilia, 안드로메다, Defense, 19, 15, 15, 6, 9, 7, 6, 57, OISIIPROTEIN, 46827932, ぷちぷちおみせっち
3, 18, Mai, Pommmmm, 뇌룡편, Defense, 16, 2, 2, 0, 2, 0, 2, 22, Natupon, 46827932, あいらいどふぁいたーず
3, 17, Celine, poppoppoo, 소이탄, Defense, 17, 2, 2, 0, 2, 1, 0, 33, Sharp3, 46827932, あいらいどふぁいたーず
3, 18, Jan, yasakaF, 천잠장갑, Defense, 17, 2, 2, 0, 2, 1, 0, 37, LeetPhilia, 46827932, あいらいどふぁいたーず
4, 19, Silvia, さすらいぱんだ, 마탄의사수, Defense, 19, 9, 9, 7, 2, 5, 3, 42, OISIIPROTEIN, 46827932, Toddler Vivid
4, 19, Felix, うぇびー, 애각창, Defense, 19, 9, 9, 7, 2, 4, 2, 73, OISIIPROTEIN, 46827932, Toddler Vivid
4, 18, Mai, yasuoぼっと, 캐소드라쉬, Defense, 18, 9, 9, 7, 2, 0, 6, 43, OISIIPROTEIN, 46827932, Toddler Vivid
5, 19, Darko, レヴナ, 여의봉, Defense, 18, 5, 5, 5, 0, 2, 3, 39, Sharp3, 46827932, Toddler Ghost
5, 19, Elena, 冷害, 활빈검, Defense, 18, 5, 5, 5, 0, 0, 5, 44, kirisamefirst, 46827932, Toddler Ghost
5, 19, Hart, CiELzzz, 하트 브레이커-진홍, Defense, 19, 5, 5, 5, 0, 3, 1, 57, さすらいぱんだ, 46827932, Toddler Ghost
6, 19, Irem, catsR, 체이서, Defense, 19, 3, 3, 1, 2, 1, 2, 74, レヴナ, 46827932, CR霧雨2nd
6, 19, Sissela, kirisamefirst, 생사부, Defense, 19, 3, 3, 1, 2, 2, 1, 44, CiELzzz, 46827932, CR霧雨2nd
6, 19, Markus, taiga7810, 뿅망치, Defense, 18, 3, 3, 1, 2, 0, 1, 22, さすらいぱんだ, 46827932, CR霧雨2nd
7, 15, Eleven, Levia4, 다그다의망치, Defense, 14, 1, 1, 0, 1, 0, 0, 18, Dorago, 46827932, はいどろ2000
7, 15, Tia, Pea72, 터럭손방망이, Hunt, 15, 1, 1, 0, 1, 0, 0, 57, LeetPhilia, 46827932, はいどろ2000
7, 16, Aiden, 青柳, 빛의검, Defense, 15, 1, 1, 0, 1, 1, 0, 47, LeetPhilia, 46827932, はいどろ2000
8, 15, Sua, 10p, 터럭손방망이, Defense, 15, 2, 2, 0, 2, 1, 1, 33, さすらいぱんだ, 46827932, たかぴ
8, 14, Theodore, お豆腐の匠, 데드아이, Defense, 14, 2, 2, 0, 2, 0, 2, 32, うぇびー, 46827932, たかぴ
8, 14, Eleven, レイ様, 천근추, Defense, 12, 2, 2, 0, 2, 1, 1, 6, うぇびー, 46827932, たかぴ
