rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 19, Sua, うぇびー, 둠스데이, Defense, 19, 8, 11, 11, 0, 0, 8, 55, , 46822944, Toddler Vivid
1, 18, Johann, さすらいぱんだ, 절제, Defense, 18, 8, 11, 11, 0, 0, 8, 11, , 46822944, Toddler Vivid
1, 20, Rio, Pororoca, 페일노트-진홍, Defense, 20, 8, 11, 11, 0, 8, 0, 77, , 46822944, Toddler Vivid
2, 20, Justyna, Pea72, 팬텀 볼트, Defense, 20, 12, 12, 7, 5, 8, 4, 46, Pororoca, 46822944, はいどろ2000
2, 20, Aiden, 青柳, 빛의검, Defense, 20, 12, 12, 7, 5, 4, 7, 55, Pororoca, 46822944, はいどろ2000
2, 18, Eleven, Levia4, 다그다의망치, Defense, 19, 12, 12, 7, 5, 0, 11, 16, Pororoca, 46822944, はいどろ2000
3, 20, Estelle, レイ様, 빔엑스, Defense, 20, 7, 7, 7, 0, 2, 5, 18, , 46822944, たかぴ
3, 20, Theodore, お豆腐の匠, 데드아이, Defense, 20, 7, 7, 7, 0, 1, 4, 50, , 46822944, たかぴ
3, 20, Sua, 10p, 둠스데이, Defense, 20, 7, 7, 7, 0, 4, 2, 56, , 46822944, たかぴ
4, 18, Elena, 冷害, 활빈검, Defense, 15, 8, 8, 3, 5, 0, 4, 26, Pea72, 46822944, Toddler Ghost
4, 18, Darko, レヴナ, 여의봉, Defense, 15, 8, 8, 3, 5, 3, 2, 17, 10p, 46822944, Toddler Ghost
4, 18, Hart, CiELzzz, 프리버드, Defense, 18, 8, 8, 3, 5, 5, 2, 37, Pea72, 46822944, Toddler Ghost
5, 18, Karla, poppoppoo, 포이즌드크로스보우, Defense, 18, 4, 4, 2, 2, 0, 2, 43, 青柳, 46822944, あいらいどふぁいたーず
5, 17, Lenox, Pommmmm, 뇌룡편, Defense, 16, 4, 4, 2, 2, 3, 1, 18, 10p, 46822944, あいらいどふぁいたーず
5, 19, Leon, yasakaF, 프로스트팽, Defense, 19, 4, 4, 2, 2, 1, 3, 25, 青柳, 46822944, あいらいどふぁいたーず
6, 18, Chiara, OISIIPROTEIN, 아르고스의눈, Defense, 18, 9, 9, 6, 3, 6, 3, 35, Pororoca, 46822944, ほーんてっどまんしょん
6, 19, Bernice, Dorago, 안드로메다, Hunt, 20, 9, 9, 6, 3, 3, 6, 86, Pororoca, 46822944, ほーんてっどまんしょん
6, 18, Johann, うぃくらいん, 더썬, Defense, 17, 9, 9, 6, 3, 0, 9, 15, Pororoca, 46822944, ほーんてっどまんしょん
7, 18, Irem, catsR, 여의주, Hunt, 17, 4, 4, 2, 2, 0, 2, 60, Pommmmm, 46822944, CR霧雨2nd
7, 18, Sissela, kirisamefirst, 건곤권, Hunt, 18, 4, 4, 2, 2, 4, 0, 52, yasakaF, 46822944, CR霧雨2nd
7, 17, Markus, taiga7810, 뿅망치, Defense, 17, 4, 4, 2, 2, 0, 4, 30, CiELzzz, 46822944, CR霧雨2nd
8, 16, Nathapon, Natupon, 울트라비전, Defense, 16, 9, 9, 2, 7, 2, 6, 28, OISIIPROTEIN, 46822944, ぷちぷちおみせっち
8, 16, Jan, Sharp3, 천잠장갑, Defense, 16, 9, 9, 2, 7, 1, 6, 23, Dorago, 46822944, ぷちぷちおみせっち
8, 16, Bernice, LeetPhilia, Tac-50, Defense, 16, 9, 9, 2, 7, 6, 2, 37, OISIIPROTEIN, 46822944, ぷちぷちおみせっち
