Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
bambooXIV,Estelle / Lenox,4,25.0,34,8.5,3.25,29.0,18.25
ネフェルトゥス,Bernice / Sissela,4,25.0,34,8.5,3.25,70.25,19.75
keikoma,Adina / Hisui,4,25.0,34,8.5,3.25,62.75,19.25
あっぷるん,Elena,4,0.0,20,5.0,3.75,20.75,17.75
おぼろづき米,Isaac / Piolo / Leon,4,0.0,20,5.0,3.75,49.0,18.25
水無れき,Haze,4,0.0,20,5.0,3.75,60.75,19.0
RQQQQ,Vanya / Haze / Barbara,4,0.0,27,6.75,5.0,53.0,18.0
サーモン中西,Chloe / Lenox,4,0.0,27,6.75,5.0,35.5,17.5
Sitiyoh,Estelle / Mai / Rozzi,4,0.0,27,6.75,5.0,40.5,17.25
Dorago,Bernice,4,25.0,52,13.0,4.5,60.25,19.0
かっと,Hisui / Chiara,4,25.0,52,13.0,4.5,45.75,19.0
Exaneko,Sua / Charlotte,4,25.0,52,13.0,4.5,30.75,18.5
さすらいぱんだ,Adina / Silvia,4,0.0,15,3.75,5.75,58.75,17.5
agaty,Estelle / Markus,4,0.0,15,3.75,5.75,22.5,16.5
Pororoca,Hart / Chloe,4,0.0,15,3.75,5.75,53.25,17.75
kawaiiOTP,Jenny,4,0.0,26,6.5,4.5,41.75,17.75
HeianKYO,Elena / Lenox,4,0.0,26,6.5,4.5,37.5,18.75
rosen,Chloe / Barbara,4,0.0,26,6.5,4.5,43.0,18.5
きまき,Eleven / Abigail / Garnet / Vanya,4,50.0,38,9.5,3.25,45.5,18.5
コレマサ,Theodore / Elena,4,50.0,38,9.5,3.25,46.5,18.25
syon1222,DebiMarlene,4,50.0,38,9.5,3.25,29.5,18.75
ななしの,Katja,4,0.0,21,5.25,6.0,51.25,18.0
다케,Hisui / Aiden,4,0.0,21,5.25,6.0,32.75,17.0
Istria0,DebiMarlene / Eleven,4,0.0,21,5.25,6.0,16.0,16.25
