Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
Tnsh,Leon / Markus / Darko,4,50.0,63,15.75,3.25,25.5,18.0
Alek,Aya / Chloe / Alex,4,50.0,63,15.75,3.25,47.25,19.25
Gyoo,Arda / Irem / Adina / YuMin,4,50.0,63,15.75,3.25,61.0,19.25
남자답게굴어라,Alonso / Johann,4,25.0,35,8.75,3.25,13.5,17.0
수면실패,Hyejin / Chiara,4,25.0,35,8.75,3.25,61.0,18.75
Yevgeny,Chloe,4,25.0,35,8.75,3.25,56.0,19.25
レヴナ,Darko / Nicky,4,0.0,16,4.0,6.5,28.25,15.25
冷害,Elena / Isol,4,0.0,16,4.0,6.5,44.25,15.75
CiELzzz,Hart,2,0.0,5,2.5,5.0,41.0,16.5
かとかい,Justyna / Haze,4,0.0,24,6.0,4.75,60.25,18.75
Prushka,Leon / Xiukai,4,0.0,24,6.0,4.75,19.75,17.0
Meltt,Katja / Nadine,4,0.0,24,6.0,4.75,44.0,18.25
ZEKURIP,Rozzi / Leni / Katja,4,0.0,36,9.0,2.75,49.25,19.5
レイライン,Darko / Elena / Markus / Emma,4,0.0,36,9.0,2.75,33.5,18.5
無双,Sua / Hisui,4,0.0,36,9.0,2.75,59.75,19.5
yoitye,Adina / DebiMarlene,4,0.0,8,2.0,6.0,46.25,14.75
Flow,Estelle / Tia,4,0.0,8,2.0,6.0,31.5,13.75
義妹,Garnet / Charlotte,4,0.0,8,2.0,6.0,17.0,13.25
けみ子,Hisui / Echion,4,0.0,31,7.75,5.25,39.75,15.75
sino1012,Leon / Nathapon / Vanya,4,0.0,31,7.75,5.25,31.5,16.25
れもんだもん,Rozzi / Hart,4,0.0,31,7.75,5.25,45.5,16.25
thato,Lyanh,4,25.0,38,9.5,4.25,44.25,16.75
みゅーき,Estelle,2,0.0,12,6.0,5.5,16.0,12.5
ハッピー天月,Hart / Chiara,4,25.0,38,9.5,4.25,47.0,17.25
い力,Echion / Lenore,2,50.0,26,13.0,3.0,51.5,20.0
mukkoro,Markus,2,0.0,11,5.5,8.0,19.5,13.0
