Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
HeianKYO,Elena,4,50.0,47,11.75,1.5,53.0,19.75
シユイ,Adriana,4,50.0,47,11.75,1.5,47.5,20.0
舞野,Rio,4,50.0,47,11.75,1.5,71.25,20.0
berryrabbit,Lenore / Tsubame,4,0.0,18,4.5,4.25,44.0,18.75
デスガキ,Lyanh,4,0.0,18,4.5,4.25,39.75,17.75
おぼろづき米,Leon / Jan / Alonso,4,0.0,18,4.5,4.25,41.0,17.0
LORDofVERMILION,Leon,2,0.0,10,5.0,4.0,40.0,18.5
Endeavor108,Isol / Markus / Magnus,4,0.0,15,3.75,5.25,34.5,17.25
サーモン中西,Chloe,4,0.0,15,3.75,5.25,36.75,17.5
syon1222,DebiMarlene,4,0.0,20,5.0,4.25,39.5,18.0
コレマサ,Elena,2,0.0,16,8.0,4.0,50.0,19.0
IREMKING,Irem / Nadine / Bernice,4,0.0,20,5.0,4.25,60.75,19.25
お豆腐の匠,YuMin,4,0.0,30,7.5,3.5,51.0,18.75
レイ様,Eleven,4,0.0,30,7.5,3.5,21.25,16.75
たまこん,Alex,4,0.0,30,7.5,3.5,33.25,18.0
主任,DebiMarlene,4,0.0,22,5.5,5.75,22.0,15.25
コメダの泥水,Karla,2,0.0,13,6.5,6.5,49.5,17.5
たまご,Adina / Markus,4,0.0,22,5.5,5.75,37.5,16.25
kirisamefirst,Lyanh,4,50.0,35,8.75,3.5,58.25,19.0
一杯酒気,Lenox,4,50.0,35,8.75,3.5,35.75,18.0
keikoma,Adina,4,50.0,35,8.75,3.5,49.25,18.75
saimina,Tia / Hart,2,0.0,9,4.5,5.0,50.0,15.5
きまき,Vanya,2,0.0,4,2.0,4.5,45.0,18.0
RQQQQ,Barbara / Arda,2,0.0,5,2.5,6.5,42.5,16.0
