Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
kemiko,YuMin / Echion / Hisui,4,75.0,52,13.0,1.5,58.25,19.5
catsR,Irem,4,75.0,52,13.0,1.5,56.75,19.75
sino1012,Leon,4,75.0,52,13.0,1.5,46.75,19.75
Gyoo,Sua / Irem,4,0.0,20,5.0,4.75,47.0,15.75
Tnsh,Kenneth / Estelle / Leon / Elena,4,0.0,20,5.0,4.75,25.75,15.5
Alek,Rio / Haze / Chloe,4,0.0,20,5.0,4.75,45.5,15.75
akihisa,YuMin / Justyna / Luke,4,25.0,38,9.5,3.25,62.25,18.75
松マキサ,Nathapon / Charlotte,4,25.0,38,9.5,3.25,40.25,18.25
LegendOfLeague,Markus / Garnet / Istvan,4,25.0,38,9.5,3.25,38.5,18.5
たまねぎ2nd,Celine / Felix,4,0.0,22,5.5,5.5,45.25,15.75
灯油,Emma,2,0.0,4,2.0,6.0,31.5,13.5
sLLLime,Hart / Adina,4,0.0,22,5.5,5.5,29.0,14.75
ZEKURIP,Jenny / Rozzi / Bernice / William,4,0.0,33,8.25,3.25,59.5,18.5
無双,Sua / DebiMarlene,4,0.0,33,8.25,3.25,51.5,18.5
レイライン,Magnus / Garnet / Nicky,4,0.0,33,8.25,3.25,23.75,17.0
冷害,Justyna,4,0.0,11,2.75,5.75,52.0,16.25
mukkoro,Markus / Eleven,4,0.0,11,2.75,5.75,21.0,15.25
CiELzzz,Katja,4,0.0,11,2.75,5.75,41.5,16.25
たまこん,Alex / Shoichi,4,0.0,18,4.5,6.25,28.75,15.5
レイ様,Eleven / Estelle / Markus / Charlotte,4,0.0,18,4.5,6.25,15.5,14.0
お豆腐の匠,YuMin / Theodore / Kenneth,4,0.0,18,4.5,6.25,38.75,15.75
ニッキーブレーク,Nicky / Lenox / Markus / Estelle,4,0.0,26,6.5,5.75,12.75,14.5
Prushka,Sua / Karla,2,0.0,11,5.5,7.0,27.5,13.5
かとかい,Adela / Sissela / Justyna,4,0.0,26,6.5,5.75,37.25,16.0
Meltt,Katja,2,0.0,15,7.5,4.5,46.5,18.5
upalupa,Mai,2,0.0,18,9.0,5.0,16.0,14.0
