Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
御存知ムエタイ,Bernice,4,50.0,37,9.25,2.0,71.0,19.0
Maluk,Alex,4,50.0,37,9.25,2.0,28.75,18.0
YoNeaKy,Chloe / Eva,4,50.0,37,9.25,2.0,54.25,19.25
かっと,Hisui / Darko,4,0.0,26,6.5,4.5,46.25,17.25
Natupon,Nathapon / Theodore,4,0.0,26,6.5,4.5,39.5,17.5
C4storice,Jan / Piolo,4,0.0,26,6.5,4.5,63.5,17.0
サーモン中西,Chloe / Katja,4,50.0,36,9.0,2.0,48.0,18.5
LORDofVERMILION,Yuki / Leon,4,50.0,36,9.0,2.0,46.75,18.5
ヴィルヴィ,Garnet / Yuki / Abigail,4,50.0,36,9.0,2.0,47.5,19.0
葉月千悠,Sua,4,0.0,32,8.0,4.75,42.5,17.5
NIIKA,Nadine,4,0.0,32,8.0,4.75,60.25,17.5
あっぷるん,Alonso,2,0.0,14,7.0,5.0,13.5,16.0
デスガキ,Lyanh,2,0.0,9,4.5,4.5,43.0,18.0
シユイ,Arda / Niah,4,0.0,22,5.5,3.75,40.75,18.25
REIA778,Hisui / Nicky,4,0.0,22,5.5,3.75,49.0,18.5
八ッ橋ちょこ,Arda / Nicky,4,0.0,22,5.5,4.75,48.0,14.5
mystica,William / Hart,4,0.0,22,5.5,4.75,38.5,14.5
LilySelene,Mai / Istvan,4,0.0,22,5.5,4.75,25.5,13.5
たまねぎ2nd,Tazia / Felix,4,0.0,13,3.25,6.25,41.75,14.75
灯油,Niah,4,0.0,13,3.25,6.25,36.5,15.25
upalupa,Garnet / Estelle,4,0.0,13,3.25,6.25,28.75,14.25
水無れき,Lenox,2,0.0,18,9.0,4.5,12.0,15.0
おぼろづき米,Istvan,2,0.0,13,6.5,3.0,55.0,18.5
