Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
mystica,William / Nadine,4,25.0,29,7.25,3.25,68.0,18.75
八ッ橋ちょこ,Arda / Haze,4,25.0,29,7.25,3.25,59.75,18.5
LilySelene,Mai / Estelle,4,25.0,29,7.25,3.25,25.0,17.5
たまこん,Shoichi / Adina,4,0.0,21,5.25,4.5,56.75,17.75
Endeavor108,Theodore,4,0.0,21,5.25,4.5,51.0,17.75
レイ様,Estelle / Alonso,4,0.0,21,5.25,4.5,22.0,16.25
C4storice,Jan,4,0.0,24,6.0,4.25,47.25,16.75
チカチュー,Aiden,4,0.0,24,6.0,4.25,43.5,16.5
LORDofVERMILION,Yuki,4,0.0,24,6.0,4.25,43.75,15.75
あっぷるん,Arda / Irem,4,0.0,15,3.75,4.0,56.5,17.0
Nasitaka,Darko,4,0.0,15,3.75,4.0,25.5,16.25
先織大翔VT,Barbara,4,0.0,15,3.75,4.0,35.5,17.0
おぼろづき米,Istvan,4,0.0,20,5.0,4.25,51.5,16.5
シユイ,Niah / Arda,4,0.0,20,5.0,4.25,47.5,16.25
berryrabbit,Laura,2,0.0,6,3.0,6.0,33.5,14.0
一杯酒気,Barbara / Lenox,4,0.0,15,3.75,5.25,42.5,16.5
mare7s,Alonso / Priya,4,0.0,15,3.75,5.25,21.25,16.0
keikoma,Rio / Adina,4,0.0,15,3.75,5.25,48.5,17.0
Skyper,Nathapon / Camilo,4,75.0,49,12.25,2.5,71.75,17.5
HDKいっかん,Hart / Emma,4,75.0,49,12.25,2.5,35.75,16.75
아나진,Alonso / Estelle,4,75.0,49,12.25,2.5,14.5,16.25
デスガキ,Lyanh,2,0.0,14,7.0,2.5,55.5,19.0
