Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
Kazahana,Theodore / Justyna,4,25.0,30,7.5,4.75,41.75,18.0
ymt,Nicky / Leni,4,25.0,30,7.5,4.75,11.5,17.0
YoNeaKy,Hyejin / Camilo,4,25.0,30,7.5,4.75,56.5,18.25
たまご,Adina,4,25.0,46,11.5,2.75,54.25,19.75
鈴木リコリス,Xiukai,4,25.0,46,11.5,2.75,19.75,18.75
Twitchtatsuo0308,Karla,2,0.0,19,9.5,3.5,61.0,19.5
rosen,Bernice / Chloe,4,0.0,31,7.75,3.75,42.5,18.75
kawaiiOTP,Tia / Jenny,4,0.0,31,7.75,3.75,36.5,18.5
HeianKYO,Alonso / Elena,4,0.0,31,7.75,3.75,45.75,18.5
レヴナ,DebiMarlene,4,25.0,13,3.25,3.75,29.0,18.25
冷害,Isol,4,25.0,13,3.25,3.75,67.25,18.5
mukkoro,Markus,4,25.0,13,3.25,3.75,39.0,17.25
駅弁mk,Lenore / Bernice,2,0.0,6,3.0,4.0,59.5,18.5
にとっち,Markus / Priya,4,0.0,20,5.0,3.75,27.75,17.75
TKDNdecoy,Leon,4,0.0,20,5.0,3.75,41.5,18.25
避けてください,Lyanh / Eleven,4,25.0,50,12.5,4.25,48.0,17.75
3y3s,Johann / Chloe,4,25.0,50,12.5,4.25,25.25,17.75
피세,Camilo / Nicky / Jan,4,25.0,50,12.5,4.25,53.25,18.75
二寸法師,Nicky / LiDailin,4,0.0,22,5.5,5.25,36.25,17.0
恐怖のチンチラ,Sua / Elena / Arda,4,0.0,22,5.5,5.25,33.25,17.25
おぼろづき米,Bernice / Piolo,4,0.0,22,5.5,5.25,56.0,17.25
じゃっきーらぶ,Priya / Arda,4,0.0,9,2.25,7.75,25.25,12.75
Efina,Jan / Nadine,4,0.0,9,2.25,7.75,30.25,12.25
kumikuma,Laura / Markus,4,0.0,9,2.25,7.75,26.0,12.25
コメダの泥水,YuMin,2,50.0,27,13.5,2.0,75.5,20.0
LeetPhilia,Rozzi,2,0.0,14,7.0,3.5,62.0,19.0
