Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
uzakiron,Arda,4,75.0,52,13.0,1.25,70.75,20.0
minagawa,Garnet,4,75.0,52,13.0,1.25,35.5,19.75
warrick,Isol,4,75.0,52,13.0,1.25,49.0,20.0
xKarin,Darko / Garnet,4,0.0,25,6.25,3.75,33.5,18.0
PJSURF,Barbara,4,0.0,25,6.25,3.75,47.5,19.25
newtora,Abigail,4,0.0,25,6.25,3.75,43.75,19.0
ここかな,Piolo,4,0.0,22,5.5,4.0,47.0,18.0
SSPotato,Vanya,4,0.0,22,5.5,4.0,40.5,18.25
義妹シャーロット,Charlotte,4,0.0,22,5.5,4.0,9.25,16.0
ANDyukkuri,Haze / Arda / Laura / Yuki,4,0.0,20,5.0,3.75,48.75,19.0
WheatDog,Hisui / Darko / Magnus / Leon,4,0.0,20,5.0,3.75,33.25,18.75
たにし,Mai / Chiara / Piolo,4,0.0,20,5.0,3.75,46.0,19.25
香深,Elena,4,0.0,11,2.75,4.5,18.25,17.0
神代レイ,Hart,4,0.0,11,2.75,4.5,48.5,18.0
rauz,Darko / Xiukai,4,0.0,11,2.75,4.5,24.0,17.25
花巻タコス,Garnet / William / Jan,4,0.0,5,1.25,6.25,27.0,16.0
スマートパイラー,Piolo / Nicky / Echion / Jackie,4,0.0,5,1.25,6.25,39.0,16.25
二寸法師,LiDailin,4,0.0,5,1.25,6.25,38.5,16.0
DJremushin,Alonso,4,25.0,16,4.0,4.75,20.5,16.0
kur1ch4n,Adina,4,25.0,16,4.0,4.75,42.75,16.5
PYP,Chloe,4,25.0,16,4.0,4.75,45.0,16.0
