Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
teru3485,Estelle,2,50.0,13,6.5,3.5,26.0,15.0
ななしの,Katja,4,25.0,22,5.5,3.25,53.0,17.5
MaTfromDota2,Sissela / Xiukai / Piolo,4,25.0,22,5.5,3.25,41.25,17.75
うぇびー,Lenox / Leon,4,0.0,41,10.25,3.25,13.0,18.25
さすらいぱんだ,Celine / Karla,4,0.0,41,10.25,3.25,59.25,19.25
Pororoca,Katja / Rio,4,0.0,41,10.25,3.25,58.5,19.75
챤스포스,Arda / Adriana,2,0.0,15,7.5,4.5,38.5,14.0
BROCKHAMPTON,Jenny / Alex,2,0.0,15,7.5,3.5,52.5,17.5
Honesty,Garnet / Jackie,2,0.0,15,7.5,3.5,32.5,14.5
レヴナ,DebiMarlene,4,0.0,31,7.75,4.0,27.0,17.5
CiELzzz,Hart,4,0.0,31,7.75,4.0,65.0,18.25
mukkoro,Priya,4,0.0,31,7.75,4.0,40.75,17.75
シユイ,Arda / Lenore / Adriana,4,0.0,26,6.5,4.75,43.75,16.0
ヴィルヴィ,Abigail,4,0.0,26,6.5,4.75,45.25,16.25
Exaneko,Darko / Sua / Garnet,4,0.0,26,6.5,4.75,53.0,16.5
コレマサ,Elena / Estelle,2,50.0,15,7.5,3.5,39.0,18.0
syon1222,DebiMarlene,4,50.0,31,7.75,3.25,45.25,18.25
Dato2,Irem / Isol,4,50.0,31,7.75,3.25,69.5,18.75
suvarublend,Arda / Tia,4,25.0,11,2.75,5.75,43.75,14.5
mystica,Bernice / Nicky / Sua,4,25.0,11,2.75,5.75,38.5,14.75
ふーと,Lenox / Hisui / Garnet,4,25.0,11,2.75,5.75,33.75,14.75
YoNeaKy,Charlotte / Camilo / Hyejin,4,0.0,30,7.5,6.0,30.0,13.0
Sitiyoh,Felix / Arda / Darko,4,0.0,30,7.5,6.0,35.0,14.25
C4storice,Magnus / Jan,4,0.0,30,7.5,6.0,24.5,13.75
きまき,Vanya / Garnet,2,50.0,16,8.0,3.0,44.0,18.0
照る坊主,Hisui / Isaac,2,0.0,9,4.5,3.0,57.5,18.0
