Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
みゅーき,Lenox,4,50.0,52,13.0,2.75,19.0,16.75
い力,Lenore,4,50.0,52,13.0,2.75,48.0,18.25
ハッピー天月,Katja / Rio / Nadine,4,50.0,52,13.0,2.75,56.0,18.0
voider26,Estelle / Darko,4,0.0,23,5.75,4.25,30.75,17.5
えすみす,Alex / William,4,0.0,23,5.75,4.25,45.0,18.25
vaqlas,Celine / Hyejin / Sissela,4,0.0,23,5.75,4.25,54.25,18.5
けみ子,Echion / Hisui,4,0.0,28,7.0,3.75,50.0,17.0
れもんだもん,Hart / Rozzi,4,0.0,28,7.0,3.75,59.0,18.0
sino1012,Vanya / Leon,4,0.0,28,7.0,3.75,45.5,17.75
レイライン,Mai / Elena / Xiukai / Tazia,4,0.0,23,5.75,3.5,33.25,17.5
ZEKURIP,Katja / Rozzi / William / Jenny,4,0.0,23,5.75,3.5,61.0,18.25
無双,Sua / Hisui,4,0.0,23,5.75,3.5,60.5,18.5
かとかい,Haze / YuMin,4,0.0,14,3.5,6.25,42.25,16.25
Prushka,Mai,4,0.0,14,3.5,6.25,15.75,14.25
Meltt,Katja / Nadine,4,0.0,14,3.5,6.25,22.25,15.5
harao,DebiMarlene,4,0.0,17,4.25,7.0,15.25,11.75
Hyouya,LiDailin,4,0.0,17,4.25,7.0,28.75,12.25
ドンブレ,Bernice,4,0.0,17,4.25,7.0,36.25,13.0
鈴木リコリス,Nicky / Estelle,4,25.0,22,5.5,5.25,38.0,16.5
berryrabbit,Laura,4,25.0,22,5.5,5.25,42.75,16.25
MaTfromDota2,Aiden / Piolo,4,25.0,22,5.5,5.25,53.25,16.75
LegendOfLeague,Jan / Garnet / Markus,4,25.0,48,12.0,3.25,30.25,18.25
akihisa,Darko / Kenneth / YuMin,4,25.0,48,12.0,3.25,44.0,18.75
松マキサ,Bernice / Arda / Nathapon / Katja,4,25.0,48,12.0,3.25,43.5,18.5
