Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
ニッキーブレーク,Estelle / Lenox,4,75.0,52,13.0,1.75,29.0,19.5
かとかい,Lenore / Justyna,4,75.0,52,13.0,1.75,72.0,20.0
Meltt,Rio / Nadine,4,75.0,52,13.0,1.75,79.75,20.0
じゃっきーらぶ,Priya,2,0.0,7,3.5,3.5,42.5,19.0
駅弁mk,Eva / Celine / YuMin / Haze,4,0.0,18,4.5,4.25,56.5,18.75
sukopi,Alonso / Elena,4,0.0,18,4.5,4.25,19.0,18.0
voider26,Estelle / Alonso / Piolo,4,25.0,26,6.5,4.25,31.5,17.75
catsR,Irem,4,25.0,26,6.5,4.25,34.0,18.0
vaqlas,Hyejin / Celine,2,0.0,7,3.5,5.5,41.5,17.5
ハッピー天月,Nadine / Hart / Adina,4,0.0,20,5.0,4.75,43.0,18.25
ドンブレ,Yuki / Estelle / Eleven,4,0.0,20,5.0,4.75,16.25,17.25
とんとジェニー,Aya / Jenny,4,0.0,20,5.0,4.75,44.75,18.25
漁夫カルマ,Sissela,4,0.0,11,2.75,6.75,22.25,16.25
DEKABIGUNO,Charlotte,4,0.0,11,2.75,6.75,8.25,14.75
舞野,Hart / Rio,4,0.0,11,2.75,6.75,38.5,16.5
れもんだもん,Rozzi / Tsubame,4,0.0,27,6.75,3.75,48.75,18.25
Hyouya,Markus / Eleven / LiDailin,4,0.0,27,6.75,3.75,40.5,17.25
sino1012,Vanya / Echion,4,0.0,27,6.75,3.75,33.0,17.75
ZEKURIP,Tsubame / Theodore / Hart,4,0.0,34,8.5,5.0,27.75,17.25
レイライン,Elena / LiDailin / Aiden / Emma,4,0.0,34,8.5,5.0,37.75,17.0
無双,Hisui,4,0.0,34,8.5,5.0,42.5,17.25
灯油,Emma,2,0.0,10,5.0,5.5,39.0,17.5
upalupa,Mai,4,0.0,18,4.5,5.5,19.5,16.75
sLLLime,Rio / Priya,4,0.0,18,4.5,5.5,40.75,18.25
えすみす,Alex,2,50.0,19,9.5,3.0,27.5,19.0
peporen,Nadine / Katja,2,0.0,11,5.5,5.0,51.0,17.5
たまねぎ2nd,Felix,2,0.0,8,4.0,5.5,54.0,17.0
