Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
Tnsh,Markus / Elena,4,25.0,37,9.25,4.25,28.25,19.5
Alek,Chloe / Katja / Haze,4,25.0,37,9.25,4.25,73.0,20.0
Gyoo,Irem / Sua,4,25.0,37,9.25,4.25,46.0,19.5
thato,Lyanh,4,25.0,43,10.75,2.25,44.0,19.25
kemiko,Echion / Hisui,4,25.0,43,10.75,2.25,51.0,19.5
べんとりっく,Zahir / Luke,4,25.0,43,10.75,2.25,65.5,19.75
レイライン,Elena,4,0.0,49,12.25,4.25,23.25,18.0
ZEKURIP,Chloe / Rozzi,4,0.0,49,12.25,4.25,36.25,18.5
無双,Hisui,4,0.0,49,12.25,4.25,55.75,18.75
sino1012,Vanya / Isol,4,0.0,22,5.5,5.75,44.75,18.25
れもんだもん,Charlotte / Adriana,4,0.0,22,5.5,5.75,27.0,16.75
Rirolu,Adina,4,0.0,22,5.5,5.75,37.75,17.25
voider26,LiDailin / Estelle,4,50.0,39,9.75,2.5,28.25,18.75
えすみす,Alex / Isol / Martina / Leon,4,50.0,39,9.75,2.5,49.5,19.25
catsR,Irem,4,50.0,39,9.75,2.5,46.0,19.75
松マキサ,Adela / Hyunwoo / Nathapon,4,0.0,38,9.5,5.25,39.75,18.25
akihisa,Nicky / Isaac / YuMin,4,0.0,38,9.5,5.25,44.0,18.25
LegendOfLeague,Jan / Leni / Markus,4,0.0,38,9.5,5.25,25.25,17.25
ニッキーブレーク,Mai,4,0.0,22,5.5,6.75,15.25,16.75
Prushka,Karla,4,0.0,22,5.5,6.75,47.5,18.0
Meltt,Nadine,4,0.0,22,5.5,6.75,39.75,18.0
ハッピー天月,Hart / Jackie,4,0.0,48,12.0,5.0,49.75,18.0
らいらい,Camilo,4,0.0,48,12.0,5.0,45.25,18.0
みゅーき,Mai,2,0.0,30,15.0,5.0,30.5,17.0
い力,Echion,2,0.0,18,9.0,5.0,36.5,18.5
