Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
松マキサ,Nathapon / Bernice,4,25.0,36,9.0,3.25,49.25,18.0
akihisa,YuMin / Istvan,4,25.0,36,9.0,3.25,62.0,18.25
LegendOfLeague,Yuki / Nicky,4,25.0,36,9.0,3.25,30.5,17.75
ZEKURIP,Rozzi / Darko,4,25.0,46,11.5,4.0,48.25,17.5
無双,Hisui,4,25.0,46,11.5,4.0,70.5,17.75
レイライン,Estelle / Elena / Charlotte,4,25.0,46,11.5,4.0,35.75,16.75
thato,Lyanh,4,0.0,32,8.0,5.25,33.5,16.75
ハッピー天月,Hart / Jenny / Rio / Chiara,4,0.0,32,8.0,5.25,39.5,16.5
い力,Echion,2,0.0,13,6.5,5.0,42.0,16.0
けみ子,Hisui / Echion,4,0.0,23,5.75,3.25,56.0,18.25
sino1012,Elena / Leon,4,0.0,23,5.75,3.25,23.25,17.25
れもんだもん,Rio / Rozzi,4,0.0,23,5.75,3.25,46.75,18.75
TKDNdecoy,Leon,4,0.0,20,5.0,4.75,16.0,15.75
ぷれこーーーーる,William,4,0.0,20,5.0,4.75,39.75,17.0
Dotter,Bernice,4,0.0,20,5.0,4.75,58.5,16.75
かとかい,Justyna / YuMin / Haze,4,25.0,38,9.5,5.0,48.75,17.75
Prushka,Leon / Alonso / Xiukai,4,25.0,38,9.5,5.0,9.25,16.5
Meltt,Katja / Nadine,4,25.0,38,9.5,5.0,50.0,17.75
voider26,Estelle,4,25.0,25,6.25,4.5,29.75,17.25
vaqlas,Celine / Hyejin,4,25.0,25,6.25,4.5,44.0,18.0
えすみす,Alex / Katja / Zahir,4,25.0,25,6.25,4.5,52.5,17.5
鈴木リコリス,Xiukai / Alonso,4,0.0,23,5.75,6.0,13.0,14.5
たまご,Adina,4,0.0,23,5.75,6.0,40.0,16.25
Twitchtatsuo0308,Karla,2,0.0,6,3.0,8.0,39.0,13.5
コメダの泥水,YuMin / Justyna,2,0.0,17,8.5,4.0,50.0,19.0
みゅーき,Estelle / Leni,2,0.0,19,9.5,5.5,22.0,16.5
