Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
じゃっきーらぶ,Priya,2,50.0,18,9.0,4.5,33.5,16.0
かっと,Hisui / Rio,4,25.0,49,12.25,3.5,52.0,18.0
れぐるす,Luke,4,25.0,49,12.25,3.5,37.25,17.5
混沌の闇ヤスオ,Jan / Isaac,4,50.0,47,11.75,1.5,41.5,19.25
ぷれこーーーーる,William,4,50.0,47,11.75,1.5,61.5,19.5
鈴木リコリス,Eleven / Nicky,4,50.0,47,11.75,1.5,28.25,18.75
ひささぎ,Eva / Sua / Nicky,4,0.0,30,7.5,3.75,30.75,17.5
3y3s,Alonso / Chloe / Justyna,4,0.0,30,7.5,3.75,28.0,17.75
死神ザヒル,Zahir / Karla / Jackie,4,0.0,30,7.5,3.75,56.25,18.0
suvarublend,Tia,4,0.0,17,4.25,5.75,61.5,17.75
mystica,William / Nicky,4,0.0,17,4.25,5.75,63.0,17.75
ふーと,Eleven / Hisui,4,0.0,17,4.25,5.75,36.5,17.75
Sharp3,Jan / Markus / Darko,4,0.0,34,8.5,5.0,35.75,17.75
Natupon,Leni / Nathapon,4,0.0,34,8.5,5.0,33.25,18.25
YoNeaKy,Camilo / Estelle / Chloe,4,0.0,34,8.5,5.0,42.5,18.5
Surfinia,Martina / Elena,2,50.0,11,5.5,3.5,33.5,18.5
LORDofVERMILION,Jan / Martina / Leon,4,25.0,16,4.0,4.0,45.75,18.0
Sitiyoh,Mai / Felix / Martina,4,25.0,16,4.0,4.0,48.0,18.25
コレマサ,Estelle / Mai / Barbara / Elena,4,0.0,31,7.75,6.25,35.25,14.75
Dato2,Nadine / Isol / Irem / Aya,4,0.0,31,7.75,6.25,47.25,16.5
syon1222,DebiMarlene / Kenneth,4,0.0,31,7.75,6.25,25.5,15.25
ななしの,Katja,4,0.0,23,5.75,6.25,37.75,16.5
다케,Camilo / Isaac,4,0.0,23,5.75,6.25,29.5,15.75
Istria0,Charlotte,4,0.0,23,5.75,6.25,19.75,14.75
sukopi,Estelle / Elena,2,0.0,31,15.5,2.5,32.0,18.5
nemaland,Mai / Martina,2,0.0,5,2.5,4.5,10.5,16.0
