Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
たまこん,Alex,4,25.0,36,9.0,4.0,29.0,18.0
レイ様,Eleven,4,25.0,36,9.0,4.0,15.75,17.75
お豆腐の匠,YuMin,4,25.0,36,9.0,4.0,51.25,18.75
たまねぎ2nd,Celine / Felix,4,0.0,32,8.0,4.0,83.5,19.5
灯油,Emma,2,0.0,10,5.0,4.5,55.0,18.5
sLLLime,Chloe / Priya,4,0.0,32,8.0,4.0,41.25,19.5
Natupon,Nathapon / Leni,4,25.0,52,13.0,3.25,21.5,18.25
YoNeaKy,Hyejin / Camilo,4,25.0,52,13.0,3.25,33.5,18.75
Sharp3,Jan,4,25.0,52,13.0,3.25,40.5,18.5
CoppepanJP,Luke,4,0.0,22,5.5,3.5,69.25,18.5
지옥연문,Sissela / Aya / Haze,4,0.0,22,5.5,3.5,40.0,19.0
BanjaLuka,Priya / Alonso / Estelle,4,0.0,22,5.5,3.5,25.0,17.75
RQQQQ,Barbara / Haze,2,0.0,8,4.0,3.5,57.0,18.5
Endeavor108,Eleven / Yuki,4,0.0,17,4.25,5.5,18.5,15.5
ぷれこーーーーる,William / Darko,4,0.0,17,4.25,5.5,42.25,16.5
mukkoro,Priya,4,0.0,12,3.0,7.0,27.0,15.25
レヴナ,Leon,4,0.0,12,3.0,7.0,22.75,15.0
CiELzzz,Katja / Rio,4,0.0,12,3.0,7.0,39.5,16.0
かっと,Hisui,4,0.0,28,7.0,5.5,51.25,18.0
bjermiyan,Barbara,4,0.0,28,7.0,5.5,45.25,18.0
sukopi,Estelle,4,0.0,28,7.0,5.5,41.0,18.0
LORDofVERMILION,Leon,4,50.0,34,8.5,3.25,36.0,17.25
Sitiyoh,Arda,4,50.0,34,8.5,3.25,45.0,18.25
C4storice,Jan,4,50.0,34,8.5,3.25,49.25,18.0
upalupa,Mai,2,0.0,22,11.0,3.5,34.5,19.0
サーモン中西,Chloe,2,0.0,9,4.5,7.5,30.5,14.5
