Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
レイライン,Alex / Estelle / Xiukai,4,25.0,54,13.5,2.75,11.75,18.5
ZEKURIP,Chloe / Katja / Jenny / Rozzi,4,25.0,54,13.5,2.75,50.75,19.0
無双,Sua / Hisui,4,25.0,54,13.5,2.75,66.0,19.5
おぼろづき米,Leon / Isaac,4,0.0,19,4.75,5.0,42.75,17.0
デスガキ,Lyanh,4,0.0,19,4.75,5.0,40.5,17.5
シユイ,Adriana,4,0.0,19,4.75,5.0,34.25,17.5
kemiko,Hisui / Echion,4,75.0,79,19.75,1.5,66.75,20.0
sino1012,Leon / Vanya,4,75.0,79,19.75,1.5,42.75,19.5
れもんだもん,Rozzi,4,75.0,79,19.75,1.5,69.25,20.0
冷害,Elena / Charlotte / Vanya,4,0.0,26,6.5,5.0,33.25,18.25
CiELzzz,Hart / Hisui / Sissela,4,0.0,26,6.5,5.0,44.5,18.25
レヴナ,Darko / DebiMarlene,2,0.0,16,8.0,4.5,33.5,18.0
rosen,Chloe / Lyanh / Aya,4,0.0,12,3.0,5.0,41.0,18.25
kawaiiOTP,Jenny,4,0.0,12,3.0,5.0,43.0,18.25
HeianKYO,Elena / Echion,4,0.0,12,3.0,5.0,51.75,18.25
うぇびー,Sua / Felix,4,0.0,41,10.25,3.25,41.75,18.5
かとかい,Adela / Justyna,4,0.0,41,10.25,3.25,58.75,19.25
ニッキーブレーク,Nicky / Estelle,4,0.0,41,10.25,3.25,19.75,18.0
ymt,Adriana / Celine / Hisui,4,0.0,5,1.25,7.25,41.0,16.25
Sucyone,Elena / Leon / Darko / Alonso,4,0.0,5,1.25,7.25,27.5,15.75
サーモン中西,Chloe / Lenox / Rio,4,0.0,5,1.25,7.25,36.25,16.0
sLLLime,Chloe / Martina / Priya / YuMin,4,0.0,29,7.25,6.25,35.5,17.25
たまねぎ2nd,Celine / Felix / Hart,4,0.0,29,7.25,6.25,43.5,17.0
灯油,Emma,2,0.0,7,3.5,8.0,29.5,14.0
upalupa,Mai / Estelle,2,0.0,22,11.0,4.5,20.5,18.5
mukkoro,Garnet,2,0.0,10,5.0,5.5,30.5,15.5
