Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
Tnsh,Xiukai / Nicky / Alonso,4,25.0,31,7.75,5.5,17.0,17.25
Gyoo,Adina / Irem / Arda / YuMin,4,25.0,31,7.75,5.5,39.25,18.0
Alek,Katja / Eva / Nathapon / Bernice,4,25.0,31,7.75,5.5,45.25,18.0
Meltt,Rio / Nadine / Bernice,4,25.0,40,10.0,2.25,65.75,19.75
かとかい,Hyejin,2,0.0,15,7.5,2.0,82.0,20.0
ニッキーブレーク,Lenox / Mai / Alonso,4,25.0,40,10.0,2.25,35.5,19.0
えすみす,Alex / DebiMarlene,4,0.0,20,5.0,3.5,42.0,19.25
catsR,Irem / Hyunwoo,4,0.0,20,5.0,3.5,52.25,19.75
voider26,Estelle / Piolo / Elena,4,0.0,20,5.0,3.5,37.25,19.75
らいらい,Camilo / Celine,4,0.0,33,8.25,3.0,58.75,20.0
OISIIPROTEIN,Echion / Nicky,4,0.0,33,8.25,3.0,26.5,19.25
かっと,Jenny / Hart,4,0.0,33,8.25,3.0,45.75,19.75
うぇびー,Tia,2,0.0,13,6.5,5.5,46.0,19.0
yasuoぼっと,Alonso / Mai,4,0.0,22,5.5,6.25,16.25,15.25
Pororoca,Chloe / Rio,4,0.0,22,5.5,6.25,45.75,17.0
灯油,Emma,2,50.0,13,6.5,3.5,35.5,18.0
upalupa,Alonso / Mai,4,50.0,39,9.75,3.5,22.0,18.25
sLLLime,Theodore / Rio / Priya,4,50.0,39,9.75,3.5,43.75,19.25
spadeokayu,Bernice,4,0.0,10,2.5,7.0,30.75,15.75
MERCURYCUBE,Garnet,4,0.0,10,2.5,7.0,14.75,14.75
PuffingCat,Celine,4,0.0,10,2.5,7.0,36.0,16.5
コレマサ,Darko,3,0.0,17,5.67,4.0,32.0,19.0
IREMKING,Irem / Nadine,3,0.0,17,5.67,4.0,40.0,19.0
HeianKYO,Elena,3,0.0,17,5.67,4.0,51.67,19.33
たまねぎ2nd,Felix / Karla,2,50.0,26,13.0,3.5,61.0,19.5
Prushka,Theodore,2,50.0,25,12.5,2.5,34.0,19.0
さすらいぱんだ,Karla,2,0.0,9,4.5,7.0,40.5,15.0
