Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
シセラガチ恋勢,Sua,4,50.0,33,8.25,3.0,43.25,18.25
odyuuka,Priya,4,50.0,33,8.25,3.0,49.5,19.0
ぽんちゃんさん,Laura,4,50.0,33,8.25,3.0,37.5,18.5
責任,Magnus,4,0.0,21,5.25,5.25,18.5,15.75
サトツ,Alonso,4,0.0,21,5.25,5.25,28.25,15.75
ワイザム,Xiukai,4,0.0,21,5.25,5.25,25.0,15.5
ROURYUJP,Garnet,4,0.0,4,1.0,5.25,28.75,16.25
ebisetizum,Sissela / Katja,4,0.0,4,1.0,5.25,36.25,17.25
kiliel,Arda,4,0.0,4,1.0,5.25,47.5,17.0
雪華ゆきあ,Yuki,4,0.0,12,3.0,3.0,20.75,18.25
ゆいり,Aya,4,0.0,12,3.0,3.0,48.25,18.75
ギュードン,Vanya / Lenox / Lyanh / Chloe,4,0.0,12,3.0,3.0,35.75,18.0
レン82,Piolo,4,0.0,5,1.25,5.25,33.5,17.25
青波花蓮,Justyna,4,0.0,5,1.25,5.25,51.25,18.0
Kakyo,Eleven,4,0.0,5,1.25,5.25,20.75,16.75
氷雪いろは,Echion / YuMin,4,0.0,25,6.25,4.75,31.75,17.25
Fetch,DebiMarlene / Bernice / Nicky,4,0.0,25,6.25,4.75,39.0,17.25
kuroha,Bianca / Leni / Justyna,4,0.0,25,6.25,4.75,24.75,17.0
ひのはな,Haze / Tsubame / Laura / Bianca,4,25.0,39,9.75,4.25,46.75,19.25
Mimoria,Mai / DebiMarlene / LiDailin / Eleven,4,25.0,39,9.75,4.25,21.75,18.25
lafu77,Rio / Abigail,4,25.0,39,9.75,4.25,38.0,19.0
Game860,Garnet,4,25.0,19,4.75,5.25,18.5,14.75
たゆた,Kenneth,4,25.0,19,4.75,5.25,53.0,16.0
かめちゃ,Chiara,4,25.0,19,4.75,5.25,40.25,15.5
