Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
TwitchNunuzz,Eleven / Darko,4,50.0,38,9.5,2.0,45.5,18.75
Mifaya,Irem / Estelle,4,50.0,38,9.5,2.0,43.75,19.0
夢中的過客,Vanya / Rio,4,50.0,38,9.5,2.0,53.5,19.5
にゃんぱすー,Eva / Leni,4,25.0,25,6.25,3.75,33.75,15.75
FUU,Lenox / Isaac,4,25.0,25,6.25,3.75,33.5,15.75
みらくる,Aya / Lyanh,4,25.0,25,6.25,3.75,54.5,16.25
葉月千悠,Darko,4,0.0,25,6.25,4.0,39.0,18.0
ごぼう,Yuki / Hisui,4,0.0,25,6.25,4.0,27.0,18.0
ハッピー天月,Nadine / Tsubame / Jenny / Chiara,4,0.0,25,6.25,4.0,55.75,18.75
sino1012,Leon / Lenox / Vanya,4,25.0,41,10.25,3.75,50.5,18.5
Exaneko,Darko / Sua,4,25.0,41,10.25,3.75,38.5,18.25
れもんだもん,Tia / Theodore / Rozzi,4,25.0,41,10.25,3.75,45.0,18.0
알제이,Arda / Leon / YuMin,4,0.0,31,7.75,4.5,34.75,17.0
YA1BA,Hisui / Yuki / Camilo,4,0.0,31,7.75,4.5,51.0,17.75
Ichigaya,Istvan / Barbara / Hyunwoo,4,0.0,31,7.75,4.5,38.5,17.25
Dorago,Lenore / Bernice,4,0.0,30,7.5,5.0,39.75,16.25
冷害,Isol / Vanya,4,0.0,30,7.5,5.0,38.75,16.5
うぃくらいん,Magnus / Nathapon,4,0.0,30,7.5,5.0,20.5,16.25
wowaka,Hisui / Echion / Abigail,4,0.0,19,4.75,5.5,49.25,15.0
BROCKHAMPTON,Alex,4,0.0,19,4.75,5.5,34.25,13.75
Honesty,Elena / Jackie,4,0.0,19,4.75,5.5,26.0,13.0
たまねぎ2nd,Felix,2,0.0,6,3.0,8.0,19.0,11.0
灯油,Niah / Emma,4,0.0,11,2.75,7.5,24.25,11.25
upalupa,Garnet / Darko,4,0.0,11,2.75,7.5,19.5,11.5
sLLLime,William,2,0.0,5,2.5,7.0,29.0,12.5
