Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
hako72,Rio,4,25.0,45,11.25,4.5,73.25,18.5
れぐるす,Luke,4,25.0,45,11.25,4.5,34.25,17.25
Nacoty,Lenox,4,25.0,45,11.25,4.5,21.75,17.0
ここかな,Hisui,4,0.0,15,3.75,5.0,56.25,18.5
SSPotato,Vanya,4,0.0,15,3.75,5.0,35.0,17.5
義妹,Charlotte,4,0.0,15,3.75,5.0,9.75,16.25
神代レイ,Aya / Magnus,4,0.0,17,4.25,4.25,36.5,18.25
HaruSakuragi,Lenore / Abigail,4,0.0,17,4.25,4.25,33.0,18.5
honarane,Estelle / Alonso / Yuki,4,0.0,17,4.25,4.25,17.5,16.5
ハクレイ,Jenny / Justyna / Mai,4,0.0,8,2.0,4.25,40.25,18.5
kiliel,Elena / Yuki / Arda,4,0.0,8,2.0,4.25,25.5,18.0
rauz,Leon / Darko / Chiara,4,0.0,8,2.0,4.25,33.75,17.75
たゆた,DebiMarlene / Haze,4,50.0,33,8.25,2.25,66.0,19.75
greatSolt,Nadine / Katja,4,50.0,33,8.25,2.25,53.25,19.5
ぽんちゃんさん,Darko / Markus,4,50.0,33,8.25,2.25,33.75,18.75
konikonikoni,Bernice / Xiukai / Nadine / Aya,4,25.0,31,7.75,4.75,43.25,17.75
odyuuka,Priya,4,25.0,31,7.75,4.75,41.25,16.75
kuroha,Estelle / Katja,4,25.0,31,7.75,4.75,29.25,16.5
kur1ch4n,Theodore / Adina / Nadine,4,0.0,36,9.0,4.75,56.0,18.0
hato88,Estelle / Mai,4,0.0,36,9.0,4.75,29.0,16.75
PYP,Rio / Chloe,4,0.0,36,9.0,4.75,51.5,17.5
Latesummerr,Darko / Luke / Martina,4,0.0,17,4.25,6.5,46.5,16.5
RadioDaemon,Lenore / Xiukai,4,0.0,17,4.25,6.5,41.25,16.75
ジェノ,Alonso / Tazia,4,0.0,17,4.25,6.5,29.0,15.25
