Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
レイ様,Charlotte,4,25.0,37,9.25,4.0,5.25,16.25
たまこん,Shoichi,4,25.0,37,9.25,4.0,39.75,18.5
お豆腐の匠,Kenneth,4,25.0,37,9.25,4.0,35.5,18.25
冷害,Isol / Elena,4,0.0,32,8.0,3.25,46.25,18.75
レヴナ,Nicky / Darko,4,0.0,32,8.0,3.25,31.5,18.25
mukkoro,Markus,2,0.0,22,11.0,2.5,21.0,18.5
Surfinia,Vanya,2,0.0,21,10.5,4.0,48.0,19.0
444PROJECTILES,Leon / Silvia,4,0.0,33,8.25,4.25,36.0,18.5
C4storice,Jan,4,0.0,33,8.25,4.25,40.75,18.5
RQQQQ,Markus / Vanya / Hisui,4,0.0,17,4.25,5.75,38.25,14.0
35億対1,Chloe / Darko,4,0.0,17,4.25,5.75,30.0,14.25
YoNeaKy,Priya / Camilo / Eva,4,0.0,17,4.25,5.75,34.75,14.25
たまねぎ2nd,Felix,4,25.0,36,9.0,4.5,49.0,18.25
upalupa,Mai,4,25.0,36,9.0,4.5,23.5,16.75
sLLLime,YuMin,4,25.0,36,9.0,4.5,50.25,18.5
青柳,Aiden / Magnus,4,0.0,34,8.5,4.75,41.25,17.0
そちゃ,DebiMarlene,4,0.0,34,8.5,4.75,17.0,16.75
Pea72,Tia / Felix,4,0.0,34,8.5,4.75,55.0,17.25
OISIIPROTEIN,Echion,4,25.0,30,7.5,4.25,34.75,17.5
peporen,Bernice,2,50.0,17,8.5,4.0,72.0,18.0
かっと,Hisui / Jenny,4,25.0,30,7.5,4.25,61.25,18.0
デスガキ,Lyanh,4,25.0,20,5.0,5.25,49.5,15.75
Dorago,Luke,4,25.0,20,5.0,5.25,36.75,15.75
うぃくらいん,Leni,4,25.0,20,5.0,5.25,18.75,14.5
CiELzzz,Hart,2,0.0,10,5.0,4.0,52.5,18.0
Kazahana,Celine,2,0.0,12,6.0,4.5,62.0,19.0
れぐるす,Luke,2,0.0,13,6.5,4.5,35.0,18.0
