Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
RIKE,Xiukai / Magnus / Barbara / Leni,4,50.0,30,7.5,2.5,33.75,19.0
漁夫カルマ,Hisui / Sissela / Alonso,4,50.0,30,7.5,2.5,47.75,19.5
マーカスの大胸筋,Justyna / Haze / Rozzi / Charlotte,4,50.0,30,7.5,2.5,58.5,19.75
お豆腐の匠,YuMin / Isol,4,0.0,27,6.75,4.0,47.5,18.5
たまこん,Alex / Adina,4,0.0,27,6.75,4.0,34.75,18.25
レイ様,Eleven / Estelle,4,0.0,27,6.75,4.0,26.0,17.75
upalupa,Mai,4,0.0,25,6.25,4.75,22.5,17.5
sLLLime,Tsubame / Priya,4,0.0,25,6.25,4.75,49.25,18.75
灯油,Emma,2,0.0,16,8.0,2.5,45.0,19.0
じゃっきーらぶ,Priya,2,0.0,13,6.5,4.0,38.0,18.5
sukopi,Markus / Alonso,4,0.0,24,6.0,4.25,25.25,19.0
駅弁mk,Jenny / YuMin / Haze / Celine,4,0.0,24,6.0,4.25,52.0,19.5
minagawa,Garnet,4,0.0,18,4.5,5.0,24.0,18.5
DEKABIGUNO,Arda / Priya / Katja,4,0.0,18,4.5,5.0,65.0,19.0
warrick,Isol / Adriana,4,0.0,18,4.5,5.0,52.75,19.0
エラン,Leon,4,50.0,40,10.0,2.5,28.75,19.25
ymt,Celine,4,50.0,40,10.0,2.5,45.0,19.5
MaTfromDota2,Piolo,4,50.0,40,10.0,2.5,45.75,19.25
冷害,Elena,2,0.0,7,3.5,6.0,20.0,18.0
OISIIPROTEIN,Arda / Chiara / Echion,4,0.0,15,3.75,6.0,35.5,16.0
salt97,Kenneth / YuMin,4,0.0,15,3.75,6.0,23.5,15.5
コメダの泥水,Lenox / Eva,4,0.0,3,0.75,7.0,30.5,12.5
saimina,Arda / Tia,4,0.0,3,0.75,7.0,20.75,12.0
たまご,Celine / Lenox,4,0.0,3,0.75,7.0,20.25,12.25
うぃくらいん,Darko / Barbara,2,0.0,8,4.0,6.0,15.0,12.5
peporen,Bernice,2,0.0,11,5.5,4.5,48.5,19.0
たまねぎ2nd,Felix,2,0.0,9,4.5,7.0,39.0,17.5
