Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
レイ様,Estelle / Eleven,4,50.0,27,6.75,2.5,39.25,18.0
Endeavor108,Theodore,4,50.0,27,6.75,2.5,49.75,18.25
たまこん,Shoichi,4,50.0,27,6.75,2.5,65.25,19.0
Sla5hMe5hTachyon,Silvia,4,0.0,30,7.5,3.5,38.25,17.5
ヴィルヴィ,Abigail,4,0.0,30,7.5,3.5,51.75,17.75
C4storice,Jan,4,0.0,30,7.5,3.5,60.5,18.5
berryrabbit,Laura,4,0.0,34,8.5,4.0,54.25,17.5
REIA778,Nicky,4,0.0,34,8.5,4.0,38.25,16.75
おぼろづき米,Istvan,4,0.0,34,8.5,4.0,50.0,17.25
サーモン中西,Martina / Darko,2,0.0,19,9.5,3.0,27.0,18.0
Bluewings,Elena / Nicky / Martina,4,0.0,36,9.0,3.75,32.0,16.5
Sitiyoh,Hisui / Martina / Estelle,4,0.0,36,9.0,3.75,40.75,16.75
mystica,William / Sua,4,25.0,23,5.75,4.25,43.0,16.0
八ッ橋ちょこ,Arda / Eva,4,25.0,23,5.75,4.25,53.5,16.25
LilySelene,Mai / Estelle,4,25.0,23,5.75,4.25,19.5,15.25
TRPGBear,Hisui,4,25.0,34,8.5,5.25,34.5,15.25
SpinningIce,Priya,4,25.0,34,8.5,5.25,31.5,14.5
Fetch,Bernice,4,25.0,34,8.5,5.25,45.5,15.0
あっぷるん,Alonso / Arda,4,0.0,18,4.5,4.75,39.75,17.5
葉月千悠,Adela / Laura / Sua,4,0.0,18,4.5,4.75,51.25,17.25
水無れき,Lenore / Katja / Felix,4,0.0,18,4.5,4.75,46.25,17.75
LORDofVERMILION,Yuki / Martina,2,0.0,17,8.5,4.5,27.0,14.0
