Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
レイライン,Markus / Aiden / LiDailin / Eleven,4,75.0,49,12.25,2.5,38.0,19.25
ZEKURIP,Leni / Charlotte / Bernice,4,75.0,49,12.25,2.5,30.0,19.0
無双,Hisui,4,75.0,49,12.25,2.5,82.75,19.75
Exaneko,Sua / Charlotte,4,25.0,31,7.75,4.5,45.0,16.75
sino1012,Leon / Vanya,4,25.0,31,7.75,4.5,41.5,16.75
れもんだもん,Rozzi,4,25.0,31,7.75,4.5,62.0,17.25
Hyouya,Isaac / LiDailin,4,0.0,23,5.75,4.0,36.25,17.5
harao,DebiMarlene,4,0.0,23,5.75,4.0,38.75,18.25
ドンブレ,Bernice,4,0.0,23,5.75,4.0,55.75,18.5
voider26,Estelle / LiDailin,4,0.0,28,7.0,5.25,29.25,17.5
vaqlas,Celine / Hyejin / Nathapon,4,0.0,28,7.0,5.25,52.75,18.25
えすみす,Alex / Sua / Jenny / Rio,4,0.0,28,7.0,5.25,46.75,18.0
コメダの泥水,Sua / Leon / Justyna / YuMin,4,0.0,6,1.5,5.5,35.75,16.75
鈴木リコリス,Nicky / Eleven / Estelle,4,0.0,6,1.5,5.5,26.0,15.75
たまご,Adela / Adina,4,0.0,6,1.5,5.5,51.25,17.0
thato,Hisui / Lyanh,4,0.0,30,7.5,4.25,49.25,17.5
みゅーき,Estelle,2,0.0,11,5.5,4.5,43.0,16.5
ハッピー天月,Hart / Jackie,4,0.0,30,7.5,4.25,46.0,17.5
akihisa,Justyna / YuMin,4,0.0,45,11.25,5.0,42.25,16.5
松マキサ,Katja / Nathapon,4,0.0,45,11.25,5.0,38.0,16.25
LegendOfLeague,Markus / Leon,4,0.0,45,11.25,5.0,19.0,15.0
Prushka,Laura / Karla,2,0.0,5,2.5,4.5,40.5,16.5
ニッキーブレーク,Mai / Markus,4,0.0,16,4.0,5.0,15.5,16.0
かとかい,Justyna / Haze,4,0.0,16,4.0,5.0,40.0,17.5
い力,Echion,2,0.0,19,9.5,4.0,45.5,17.5
Meltt,Katja,2,0.0,11,5.5,5.5,50.5,18.0
