Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
3y3s,Johann / Isol / Alonso,4,75.0,68,17.0,1.25,22.5,19.0
thato,Lyanh / Niah,4,75.0,68,17.0,1.25,59.5,20.0
らいらい,Camilo / Karla / Bianca,4,75.0,68,17.0,1.25,58.75,20.0
シユイ,Arda,4,0.0,24,6.0,4.25,45.5,16.0
REIA778,Darko,4,0.0,24,6.0,4.25,31.25,15.75
デスガキ,Lyanh,4,0.0,24,6.0,4.25,35.5,16.25
たまこん,Shoichi,4,0.0,31,7.75,3.5,55.75,18.5
Endeavor108,Theodore,4,0.0,31,7.75,3.5,43.5,18.25
レイ様,Estelle / Alonso,4,0.0,31,7.75,3.5,24.25,17.5
kiia1,Theodore / Katja,4,0.0,18,4.5,6.0,43.75,16.75
makobi,Alonso / Haze,4,0.0,18,4.5,6.0,25.5,16.0
さすらいぱんだ,Bernice / Markus,4,0.0,18,4.5,6.0,42.5,16.25
YoNeaKy,Chloe / Priya,4,0.0,35,8.75,4.0,41.0,17.75
かっと,Garnet / Hisui,4,0.0,35,8.75,4.0,24.25,17.25
電気ネズミ,Aiden,4,0.0,35,8.75,4.0,60.0,19.0
ぷれこーーーーる,William,4,0.0,25,6.25,6.0,41.75,16.75
C4storice,Piolo,4,0.0,25,6.25,6.0,59.0,16.5
LORDofVERMILION,Yuki,4,0.0,25,6.25,6.0,17.25,16.0
ヴィルヴィ,Yuki / Abigail,4,0.0,19,4.75,6.75,24.75,15.0
御存知ムエタイ,Bernice / Yuki,4,0.0,19,4.75,6.75,50.0,15.75
Natupon,Nathapon,4,0.0,19,4.75,6.75,31.0,15.5
八ッ橋ちょこ,Arda / Lenore,4,25.0,27,6.75,4.25,43.75,17.75
mystica,William,4,25.0,27,6.75,4.25,53.5,18.0
LilySelene,Mai,4,25.0,27,6.75,4.25,19.0,17.0
