Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
포도쨈,Adina / Bianca,4,50.0,63,15.75,2.0,34.75,20.0
みゅーき,Mai,4,50.0,63,15.75,2.0,19.0,19.0
らいらい,Camilo,4,50.0,63,15.75,2.0,45.0,20.0
sino1012,Leon / Vanya,4,0.0,24,6.0,4.5,51.5,17.75
れもんだもん,Hart / Rozzi / Jenny,4,0.0,24,6.0,4.5,48.75,18.5
kemiko,Hisui / Echion,4,0.0,24,6.0,4.5,43.25,18.5
ぷれこーーーーる,William / Tsubame,4,0.0,11,2.75,5.5,36.25,17.5
YoNeaKy,Yuki / Priya / Estelle,4,0.0,11,2.75,5.5,30.75,16.25
混沌の闇ヤスオ,Jan / Piolo,4,0.0,11,2.75,5.5,39.5,16.75
レヴナ,DebiMarlene / Abigail,4,25.0,37,9.25,3.75,33.75,19.25
Drizzle1911,Hisui / Laura / Yuki,4,25.0,37,9.25,3.75,64.75,19.5
Exaneko,Charlotte / Sua / Darko,4,25.0,37,9.25,3.75,29.5,18.5
レイライン,Elena / Luke / Yuki,4,0.0,15,3.75,6.0,33.5,17.0
ZEKURIP,Martina / Chloe / Jenny,4,0.0,15,3.75,6.0,55.25,18.0
無双,Hisui / Nicky / DebiMarlene,4,0.0,15,3.75,6.0,58.75,18.25
thato,Lyanh / Tia,4,0.0,40,10.0,5.5,43.5,17.0
3y3s,Chloe / Johann / Alonso,4,0.0,40,10.0,5.5,21.0,15.75
前ブリンクうまお,Jenny / Isol / Aya,4,0.0,40,10.0,5.5,43.5,17.0
えすみす,Katja / Jackie,4,25.0,44,11.0,3.75,52.75,18.75
voider26,Estelle,4,25.0,44,11.0,3.75,34.0,18.25
vaqlas,Nicky,4,25.0,44,11.0,3.75,40.0,18.5
MaTfromDota2,Piolo / Lenore / Felix,4,0.0,23,5.75,5.0,56.25,18.25
うぃくらいん,Leon / Lyanh / Johann,4,0.0,23,5.75,5.0,26.25,17.5
OISIIPROTEIN,Arda / Echion / Chiara,4,0.0,23,5.75,5.0,38.0,18.25
