Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
KatsuragiAce,Silvia / Yuki,4,75.0,49,12.25,2.25,70.25,19.0
wowaka,Hisui / Camilo,4,75.0,49,12.25,2.25,63.0,19.25
Honesty,Elena / Jackie,4,75.0,49,12.25,2.25,33.25,18.5
たまこん,Alex / Shoichi,4,0.0,43,10.75,4.5,34.0,16.75
Endeavor108,Isol / Yuki,4,0.0,43,10.75,4.5,35.5,16.75
レイ様,Estelle / Charlotte,4,0.0,43,10.75,4.5,17.25,15.25
冷害,Elena,2,0.0,10,5.0,2.5,45.5,18.5
レヴナ,DebiMarlene / Darko,4,0.0,15,3.75,4.0,30.75,17.25
CiELzzz,Nadine / Hart,4,0.0,15,3.75,4.0,60.25,18.25
にとっち,Eleven,4,0.0,28,7.0,5.25,13.5,15.25
かっと,Hisui,4,0.0,28,7.0,5.25,41.75,17.25
Natupon,Theodore / Nathapon,4,0.0,28,7.0,5.25,39.75,16.0
たまねぎ2nd,Felix / Laura,4,0.0,20,5.0,3.75,66.0,18.5
sLLLime,Echion / Aya,4,0.0,20,5.0,3.75,39.5,18.5
upalupa,Charlotte / DebiMarlene / Estelle,4,0.0,20,5.0,3.75,16.0,17.25
さすらいぱんだ,Celine / Karla,4,25.0,23,5.75,3.75,56.0,18.0
うぇびー,Lenox / Leon,4,25.0,23,5.75,3.75,17.25,17.25
Pororoca,Rio,4,25.0,23,5.75,3.75,42.25,18.0
主任,DebiMarlene / Lenore,4,0.0,10,2.5,6.75,31.75,15.75
sukopi,Estelle / Mai / Elena,4,0.0,10,2.5,6.75,41.5,15.25
saimina,Tia,4,0.0,10,2.5,6.75,49.75,16.0
OISIIPROTEIN,Chiara,4,0.0,24,6.0,5.75,39.5,16.0
Dorago,Johann,4,0.0,24,6.0,5.75,11.25,14.5
うぃくらいん,Lyanh / Darko,4,0.0,24,6.0,5.75,36.25,16.0
mukkoro,Priya,2,0.0,5,2.5,5.5,28.0,15.5
