Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
うぃくらいん,Johann / Priya,4,50.0,30,7.5,3.5,17.75,17.25
Dorago,Bernice / Isol,4,50.0,30,7.5,3.5,75.5,18.75
OISIIPROTEIN,Chiara / Markus,4,50.0,30,7.5,3.5,45.5,17.75
レヴナ,Darko / Leon,4,0.0,13,3.25,6.0,31.0,14.75
冷害,Elena / Camilo,2,0.0,12,6.0,4.5,40.5,17.5
CiELzzz,Hart / Rio,4,0.0,13,3.25,6.0,49.25,15.75
ニッキーブレーク,Nicky / Markus,4,0.0,39,9.75,4.25,11.25,15.5
かとかい,Adela / Justyna / YuMin,4,0.0,39,9.75,4.25,50.75,17.0
Prushka,Sua,2,0.0,24,12.0,2.5,32.0,19.0
きまき,Garnet,2,0.0,10,5.0,4.5,33.5,16.0
Dato2,Irem / Isol / Nadine,4,0.0,17,4.25,4.75,52.0,17.75
syon1222,DebiMarlene / Bernice,4,0.0,17,4.25,4.75,34.5,17.0
Hyouya,LiDailin,4,0.0,34,8.5,4.0,39.25,17.5
harao,Fiora / DebiMarlene,4,0.0,34,8.5,4.0,54.25,17.25
ドンブレ,Bernice,4,0.0,34,8.5,4.0,55.75,18.0
灯油,Emma,2,0.0,4,2.0,7.0,23.5,13.5
sLLLime,Elena / Shoichi / Adina,4,0.0,22,5.5,5.5,31.75,15.25
upalupa,Piolo / Leon / Mai,4,0.0,22,5.5,5.5,29.5,14.75
chillout,Martina / Isaac,4,25.0,35,8.75,3.5,36.75,18.0
wowaka,Camilo,4,25.0,35,8.75,3.5,65.5,18.0
ChainsawLady,Elena / Jackie / Charlotte,4,25.0,35,8.75,3.5,29.25,17.0
ぷれこーーーーる,William,4,25.0,21,5.25,4.5,30.25,14.0
ヴィルヴィ,Garnet,4,25.0,21,5.25,4.5,15.5,13.75
C4storice,Jan,4,25.0,21,5.25,4.5,43.75,14.75
たまねぎ2nd,Felix,2,0.0,18,9.0,4.0,52.0,16.5
Meltt,Katja,2,0.0,15,7.5,6.0,30.5,13.5
コレマサ,Elena,2,0.0,7,3.5,5.0,21.5,17.5
mukkoro,Priya,2,0.0,1,0.5,7.5,30.0,13.5
