Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
Prushka,Xiukai / Markus,4,75.0,36,9.0,2.0,17.25,18.75
Meltt,Rio,4,75.0,36,9.0,2.0,69.75,19.5
かとかい,Haze / Justyna,4,75.0,36,9.0,2.0,72.25,19.5
TKDNdecoy,Leon / Laura,4,0.0,19,4.75,4.0,34.0,16.0
sukopi,Estelle / Elena / Markus,4,0.0,19,4.75,4.0,24.5,15.75
駅弁mk,Zahir / YuMin / Lenore,4,0.0,19,4.75,4.0,60.75,17.0
3y3s,Johann,4,0.0,35,8.75,4.0,13.25,17.25
無双,Hisui / Chiara,4,0.0,35,8.75,4.0,63.25,18.5
thato,Lyanh,4,0.0,35,8.75,4.0,51.5,18.75
鈴木リコリス,Alonso,4,0.0,19,4.75,5.5,14.75,15.0
Twitchtatsuo0308,Karla,4,0.0,19,4.75,5.5,42.0,15.5
CiELzzz,Niah,4,0.0,19,4.75,5.5,29.75,15.25
목련,Adela,4,0.0,18,4.5,7.0,43.5,15.0
wowaka,Fiora,4,0.0,18,4.5,7.0,44.0,14.75
Honesty,Nicky,4,0.0,18,4.5,7.0,18.75,13.0
mistear,Estelle / Lenox / Leon,4,0.0,1,0.25,6.5,25.25,12.75
Efina,Rio / Jan,4,0.0,1,0.25,6.5,41.75,12.75
kumikuma,Sissela / Adina / Priya,4,0.0,1,0.25,6.5,33.0,13.0
HeianKYO,Elena / Lenox,4,25.0,46,11.5,3.5,38.75,18.25
マーカスの大胸筋,Isol / Eva,4,25.0,46,11.5,3.5,39.25,18.75
前ブリンクうまお,Jenny / Kenneth,4,25.0,46,11.5,3.5,47.5,18.5
れもんだもん,Theodore / Elena,4,0.0,42,10.5,3.5,46.0,18.5
sino1012,Jan / Leon,4,0.0,42,10.5,3.5,49.0,18.75
voider26,Estelle / Silvia,4,0.0,42,10.5,3.5,39.5,18.5
