Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
Atato,Tia / Camilo,4,50.0,25,6.25,2.75,40.0,18.25
guppy63,Hart,4,50.0,25,6.25,2.75,44.0,18.5
chainin,Mai,4,50.0,25,6.25,2.75,13.25,17.5
neer,Tia,4,0.0,32,8.0,4.25,52.5,17.75
rauz,Bernice,4,0.0,32,8.0,4.25,53.75,18.5
ハクレイ,Eleven,4,0.0,32,8.0,4.25,22.5,17.5
hato88,Nicky / Estelle / Echion / Tazia,4,25.0,46,11.5,3.75,24.0,16.0
kur1ch4n,Adela / Adina / Jenny / Sua,4,25.0,46,11.5,3.75,46.5,16.75
PYP,Sua / Rio / Leni / Charlotte,4,25.0,46,11.5,3.75,25.75,15.25
チクタク,Darko / Garnet,4,0.0,12,3.0,3.75,32.0,17.75
LxN,Katja,4,0.0,12,3.0,3.75,58.75,18.75
かめちゃ,Arda / Isol / Barbara / Chiara,4,0.0,12,3.0,3.75,31.5,17.75
ここかな,Alex / Hisui,4,0.0,9,2.25,7.0,59.5,16.75
SSPotato,Estelle,4,0.0,9,2.25,7.0,17.25,15.5
義妹,Isol / Johann,4,0.0,9,2.25,7.0,36.75,16.5
Mimoria,Lenox / Isaac / Mai,4,0.0,22,5.5,5.5,21.25,16.75
azazazazazazazaz,Karla / YuMin / Justyna,4,0.0,22,5.5,5.5,62.75,18.0
まいめろでぃー,Katja,4,0.0,22,5.5,5.5,49.0,17.0
Latesummerr,Arda / DebiMarlene,4,25.0,34,8.5,4.5,32.75,17.5
Flere210,Istvan / Lenox,4,25.0,34,8.5,4.5,40.0,17.5
PecoMizuki,Nicky / Rio,4,25.0,34,8.5,4.5,51.75,18.25
makobi,Adela / Haze,4,0.0,24,6.0,4.5,54.0,17.75
二寸法師,Nicky / LiDailin,4,0.0,24,6.0,4.5,34.0,16.75
暴言は敗北を招く,Darko,4,0.0,24,6.0,4.5,27.25,17.25
