Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
peporen,Leon,2,100.0,26,13.0,1.0,17.5,18.0
ぷれこーーーーる,William,4,50.0,44,11.0,1.75,49.5,19.25
Dotter,Bernice / YuMin,4,50.0,44,11.0,1.75,65.0,19.75
rosen,Chloe,4,0.0,28,7.0,3.5,40.0,17.75
kawaiiOTP,Jenny,4,0.0,28,7.0,3.5,52.0,17.5
HeianKYO,Elena,4,0.0,28,7.0,3.5,52.25,17.5
berryrabbit,Xiukai / Laura / Yuki,4,0.0,13,3.25,3.5,31.25,17.75
REIA778,Katja / Darko / Hart,4,0.0,13,3.25,3.5,50.25,18.25
シユイ,Justyna / Nathapon / Adriana,4,0.0,13,3.25,3.5,49.75,18.0
レイ様,Estelle,4,0.0,29,7.25,4.5,22.75,16.25
たまこん,Shoichi / Adina,4,0.0,29,7.25,4.5,49.75,18.0
Endeavor108,Theodore / Katja,4,0.0,29,7.25,4.5,50.25,18.0
mare7s,Priya,4,0.0,7,1.75,5.75,52.25,14.5
一杯酒気,Mai,4,0.0,7,1.75,5.75,23.5,13.25
ななしの,Katja,4,0.0,7,1.75,5.75,39.5,14.75
たまご,Tazia / Markus / Echion,4,0.0,19,4.75,5.5,38.75,15.5
CiELzzz,Jan / Jackie / Charlotte / Estelle,4,0.0,19,4.75,5.5,24.0,14.25
Twitchtatsuo0308,Karla / Vanya,2,0.0,11,5.5,5.0,43.5,16.5
デスガキ,Lyanh,2,0.0,5,2.5,6.0,47.0,16.0
冷害,Isol,4,50.0,26,6.5,3.5,60.5,19.0
bambooXIV,Lenox / Alonso,4,50.0,26,6.5,3.5,19.0,17.25
Drizzle1911,Hisui,2,100.0,21,10.5,1.0,99.0,20.0
かっと,Darko / Garnet,2,0.0,18,9.0,2.5,15.5,18.0
鈴木リコリス,Nicky / Vanya,2,0.0,8,4.0,6.0,30.0,15.5
