Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
冷害,Elena,4,50.0,41,10.25,2.5,35.5,18.75
レヴナ,Darko / DebiMarlene,4,50.0,41,10.25,2.5,29.5,18.75
CiELzzz,Hart / Rozzi,4,50.0,41,10.25,2.5,71.0,19.25
Sucyone,Darko / Luke / Leon,4,0.0,16,4.0,6.0,34.0,16.0
ヴィルヴィ,Abigail,4,0.0,16,4.0,6.0,43.75,16.0
Surfinia,Elena / Martina / Vanya,4,0.0,16,4.0,6.0,33.0,16.75
鈴木リコリス,Nicky / Vanya,4,0.0,24,6.0,3.5,44.5,18.0
upalupa,Leni / Markus / Rozzi / Kenneth,4,0.0,24,6.0,3.5,39.5,18.5
ぷれこーーーーる,Darko / William,4,0.0,24,6.0,3.5,39.0,18.25
LORDofVERMILION,Aiden / Hyunwoo / Leon,4,0.0,14,3.5,6.75,25.25,14.5
サーモン中西,Chloe,4,0.0,14,3.5,6.75,31.0,15.0
混沌の闇ヤスオ,Jan / Camilo,4,0.0,14,3.5,6.75,40.75,14.75
れもんだもん,Katja / Hart,4,25.0,41,10.25,3.5,56.25,19.0
統計情報局員,Alonso / Charlotte,4,25.0,41,10.25,3.5,29.25,16.75
sino1012,Leon,4,25.0,41,10.25,3.5,61.75,18.75
Nacoty,Garnet,4,0.0,16,4.0,4.25,22.5,16.25
れぐるす,Luke / Chiara,4,0.0,16,4.0,4.25,43.0,17.5
駅弁mk,Arda / Barbara / Sua / Jenny,4,0.0,16,4.0,4.25,58.0,18.25
taiga7810,Markus,4,0.0,27,6.75,5.75,11.75,16.25
catsR,Irem,4,0.0,27,6.75,5.75,49.25,17.0
一杯酒気,Barbara / Lenore,4,0.0,27,6.75,5.75,28.5,17.25
ymt,Celine,4,25.0,32,8.0,3.75,37.5,18.5
ドンブレ,Bernice / Eleven,4,25.0,32,8.0,3.75,34.0,17.5
YoNeaKy,Mai / Eva,4,25.0,32,8.0,3.75,51.0,18.5
