Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
kemiko,Hisui / Echion,4,50.0,64,16.0,2.25,57.25,20.0
thato,Lyanh,4,50.0,64,16.0,2.25,46.25,20.0
べんとりっく,Zahir / Kenneth,4,50.0,64,16.0,2.25,61.75,19.75
HAMSIN,Yuki / Hisui / Aiden / Rozzi,4,0.0,35,8.75,5.0,44.0,17.5
SEOHYEIN,Aiden / Hyunwoo,4,0.0,35,8.75,5.0,34.0,17.0
HYEINSEO,Bianca / Cathy,4,0.0,35,8.75,5.0,28.25,17.0
vaqlas,Nicky,4,25.0,56,14.0,4.0,28.25,18.0
voider26,Estelle,4,25.0,56,14.0,4.0,22.75,17.75
ハッピー天月,Jackie,4,25.0,56,14.0,4.0,38.25,18.25
Prushka,Emma / Sua / Justyna,4,0.0,20,5.0,4.5,48.5,18.0
ニッキーブレーク,Darko / Jan / Tia,4,0.0,20,5.0,4.5,30.75,16.75
sukopi,Elena / Estelle,4,0.0,20,5.0,4.5,49.0,17.0
漁夫カルマ,Leon / Hisui,4,0.0,23,5.75,6.25,34.0,16.25
RIKE,Leni,4,0.0,23,5.75,6.25,20.5,14.75
マーカスの大胸筋,Abigail / Darko,4,0.0,23,5.75,6.25,34.0,16.25
Sharp3,Jan,4,0.0,24,6.0,4.75,46.5,18.0
えすみす,Katja / DebiMarlene / Alex / Lenore,4,0.0,24,6.0,4.75,51.75,18.25
Natupon,Leni,4,0.0,24,6.0,4.75,11.25,16.25
ninanana,Barbara / Vanya / Echion,4,25.0,38,9.5,4.75,46.0,18.5
변이,Aya / Leon,4,25.0,38,9.5,4.75,44.0,17.75
약화,Lenox / William / Jackie,4,25.0,38,9.5,4.75,29.25,18.0
OISIIPROTEIN,Markus / Arda / Isol,4,0.0,22,5.5,4.5,31.25,17.5
MaTfromDota2,Isaac / DebiMarlene / Kenneth,4,0.0,22,5.5,4.5,46.75,17.25
かっと,Theodore / Camilo,4,0.0,22,5.5,4.5,50.0,17.5
