Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
松マキサ,Nathapon / Katja / Piolo,4,25.0,32,8.0,4.25,46.5,17.25
akihisa,YuMin / Istvan,4,25.0,32,8.0,4.25,55.25,17.75
LegendOfLeague,Garnet / Markus / Arda,4,25.0,32,8.0,4.25,34.75,17.25
Prushka,Leon / Xiukai,4,25.0,40,10.0,3.25,13.0,17.0
Meltt,Katja / Nadine,4,25.0,40,10.0,3.25,47.25,19.0
かとかい,Justyna / YuMin,4,25.0,40,10.0,3.25,71.25,19.25
voider26,Estelle,4,0.0,22,5.5,3.75,29.25,18.25
vaqlas,Sissela / Celine,4,0.0,22,5.5,3.75,50.5,18.5
えすみす,Isol / Rio / Alex,4,0.0,22,5.5,3.75,43.75,18.25
ハッピー天月,Katja / Rio / Markus,4,0.0,35,8.75,4.5,40.5,17.5
みゅーき,Lenox / Rio,4,0.0,35,8.75,4.5,29.5,16.75
い力,Lenore,4,0.0,35,8.75,4.5,54.25,18.0
harao,DebiMarlene / Estelle,4,0.0,16,4.0,6.5,27.0,15.5
Hyouya,Istvan / LiDailin,4,0.0,16,4.0,6.5,45.0,15.5
ドンブレ,Bernice / Elena,4,0.0,16,4.0,6.5,33.5,15.25
れもんだもん,Rozzi / Hart,4,0.0,26,6.5,6.0,50.0,17.25
けみ子,Echion / Hisui,4,0.0,26,6.5,6.0,37.25,16.75
sino1012,Leon / Piolo / Elena,4,0.0,26,6.5,6.0,45.5,16.75
Alek,Chloe / Aya,4,25.0,33,8.25,4.25,48.75,18.5
Gyoo,Adina / Arda,4,25.0,33,8.25,4.25,55.0,18.25
Tnsh,Leon / Xiukai / Markus,4,25.0,33,8.25,4.25,20.5,17.25
レイライン,Johann / Eleven / Elena,4,25.0,32,8.0,4.25,30.5,17.0
ZEKURIP,Darko / Katja / Rozzi,4,25.0,32,8.0,4.25,43.0,18.0
無双,Hisui / Karla,4,25.0,32,8.0,4.25,58.75,17.75
