Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
HeianKYO,Elena / Lenox,4,50.0,39,9.75,2.25,38.0,18.5
rosen,Chloe / Aya,4,50.0,39,9.75,2.25,46.5,18.75
kawaiiOTP,Jenny,4,50.0,39,9.75,2.25,49.25,18.75
たまねぎ2nd,Celine / Felix,4,50.0,36,9.0,1.75,80.75,19.75
灯油,Emma,2,50.0,21,10.5,1.5,56.0,18.0
sLLLime,Chloe / Hart / Adina,4,50.0,36,9.0,1.75,36.5,19.25
冷害,Justyna,4,0.0,16,4.0,3.25,60.5,18.5
レヴナ,Leon / Istvan,4,0.0,16,4.0,3.25,42.75,18.0
mukkoro,Markus,4,0.0,16,4.0,3.25,34.75,17.25
ぷれこーーーーる,William,4,0.0,27,6.75,4.5,35.5,17.25
C4storice,Jan,4,0.0,27,6.75,4.5,44.5,17.25
ヴィルヴィ,Garnet,4,0.0,27,6.75,4.5,30.5,16.5
ymt,Leni / Katja / Adriana,4,0.0,6,1.5,6.0,42.5,15.75
サーモン中西,Chloe / Eleven,4,0.0,6,1.5,6.0,40.5,14.5
Sucyone,Istvan / Leon,4,0.0,6,1.5,6.0,32.5,15.0
たまこん,Alex,4,0.0,31,7.75,4.25,28.5,16.75
レイ様,Eleven / Markus,4,0.0,31,7.75,4.25,19.0,16.0
お豆腐の匠,YuMin,4,0.0,31,7.75,4.25,46.0,17.0
Istria0,DebiMarlene,4,0.0,4,1.0,6.0,29.0,14.25
照る坊主,Hisui / Karla / Isaac / Jackie,4,0.0,4,1.0,6.0,41.25,15.25
ななしの,Katja / Luke,4,0.0,4,1.0,6.0,52.75,15.25
upalupa,Mai,2,50.0,15,7.5,2.0,27.0,19.0
