Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
akihisa,YuMin / Istvan,4,50.0,50,12.5,2.75,53.25,18.75
松マキサ,Nathapon / Katja / Hyunwoo,4,50.0,50,12.5,2.75,50.25,19.0
LegendOfLeague,Garnet / Markus / Leni,4,50.0,50,12.5,2.75,34.25,18.0
vaqlas,Sissela / Celine,2,0.0,15,7.5,2.5,41.0,19.5
えすみす,Isol / Aya,4,0.0,37,9.25,2.75,50.25,19.0
voider26,Estelle / LiDailin / Silvia,4,0.0,37,9.25,2.75,33.0,18.5
sino1012,Leon / Vanya / Echion,4,25.0,37,9.25,3.75,34.75,17.75
Exaneko,Sua / Garnet,4,25.0,37,9.25,3.75,54.25,18.0
れもんだもん,Hart / Rozzi / Lenore,4,25.0,37,9.25,3.75,60.0,18.25
きまき,Vanya / Sissela,2,0.0,8,4.0,4.5,55.5,18.0
コレマサ,Elena,4,0.0,13,3.25,6.0,25.0,15.0
syon1222,DebiMarlene,4,0.0,13,3.25,6.0,23.75,14.25
CappuChino,Leni,4,0.0,37,9.25,4.5,23.5,17.5
Alek,Alex / Aya,4,0.0,37,9.25,4.5,45.75,18.5
Gyoo,Sua / Irem / Arda,4,0.0,37,9.25,4.5,59.0,18.75
無双,Hisui / Sua,4,25.0,47,11.75,3.5,60.0,19.25
レイライン,Charlotte / Emma,4,25.0,47,11.75,3.5,19.0,17.5
ZEKURIP,Markus / Darko / Katja,4,25.0,47,11.75,3.5,30.75,18.5
chillout,Martina,4,0.0,35,8.75,5.75,23.75,15.5
ChainsawLady,Nicky,4,0.0,35,8.75,5.75,25.5,13.75
wowaka,Aiden / Camilo,4,0.0,35,8.75,5.75,37.75,15.25
ななしの,Katja,4,0.0,7,1.75,7.0,40.0,15.25
mystica,Sua / Piolo,4,0.0,7,1.75,7.0,52.5,15.75
Natuki,DebiMarlene,4,0.0,7,1.75,7.0,29.75,15.75
catsR,Irem,2,0.0,22,11.0,3.0,33.0,18.5
Dato2,Irem / Isol,2,0.0,5,2.5,7.5,36.5,12.5
