Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
voider26,Piolo,4,25.0,40,10.0,2.5,33.25,18.5
たまご,Adina,4,25.0,40,10.0,2.5,50.5,19.5
vaqlas,Celine,4,25.0,40,10.0,2.5,56.75,19.5
コレマサ,Elena / Theodore / Arda,4,0.0,21,5.25,4.25,53.75,17.75
syon1222,Tazia,4,0.0,21,5.25,4.25,48.5,17.5
Dato2,Irem,2,0.0,14,7.0,3.5,71.0,19.0
にゃんぱすー,Haze / Leni / Nadine,4,25.0,30,7.5,5.0,31.75,16.25
みらくる,Lyanh / William / Celine,4,25.0,30,7.5,5.0,45.25,16.0
FUU,Lenox / Isaac,4,25.0,30,7.5,5.0,29.75,16.0
Mifaya,Vanya / Irem / Estelle,4,0.0,30,7.5,4.75,37.0,17.25
TwitchNunuzz,Arda / Hyunwoo / Eleven,4,0.0,30,7.5,4.75,56.5,18.5
夢中的過客,Lenox / Rio / Vanya / Istvan,4,0.0,30,7.5,4.75,35.5,17.5
YA1BA,Hisui / Camilo,4,0.0,21,5.25,5.25,45.0,17.75
南瓜燉食反,Emma / Xiukai / Justyna,4,0.0,21,5.25,5.25,27.75,17.75
Ichigaya,Leon / Barbara / Hyunwoo,4,0.0,21,5.25,5.25,33.0,17.5
Levia4,Garnet / Mai,4,0.0,26,6.5,4.75,13.5,16.75
うぃくらいん,Silvia,2,0.0,8,4.0,6.0,24.0,18.0
Dorago,Katja / Isol,4,0.0,26,6.5,4.75,46.75,18.5
レヴナ,DebiMarlene,4,0.0,18,4.5,6.5,18.0,15.75
れもんだもん,Rio / Theodore / Leni,4,0.0,18,4.5,6.5,38.5,16.5
Exaneko,Sua / Garnet,4,0.0,18,4.5,6.5,46.25,16.25
みゅーき,Lenox / Mai,4,50.0,63,15.75,3.0,20.5,18.0
챠리리,Camilo,2,50.0,27,13.5,4.5,49.0,18.0
박의민,Rio / Katja,4,50.0,63,15.75,3.0,62.0,19.0
らいらい,Camilo / Celine,2,50.0,36,18.0,1.5,52.5,19.5
kimaki,Garnet,2,0.0,7,3.5,5.0,37.0,16.5
OISIIPROTEIN,Chiara,2,0.0,18,9.0,3.5,41.0,18.0
