Player name,Character Pick,Played Rounds,Win Percent,Total Kills,Avg. Kills,Avg. Rank,Avg Hunting,Avg Weapon Mastery
い力,Lenore / Echion,4,25.0,30,7.5,6.0,42.25,15.75
みゅーき,Estelle / Mai / Bianca / Rio,4,25.0,30,7.5,6.0,40.0,16.0
thato,Lyanh / Hisui,4,25.0,30,7.5,6.0,22.75,15.25
kemiko,Hisui / Echion,4,25.0,45,11.25,2.75,59.5,19.25
vaqlas,Hyejin / Celine,4,25.0,45,11.25,2.75,54.75,19.0
voider26,Estelle,4,25.0,45,11.25,2.75,25.75,18.5
sLLLime,Chloe / Martina,4,0.0,25,6.25,4.0,44.5,18.75
たまねぎ2nd,Celine / Rozzi,4,0.0,25,6.25,4.0,53.5,19.0
灯油,Emma / Elena,4,0.0,25,6.25,4.0,39.75,18.25
sino1012,Leon,4,25.0,48,12.0,2.75,46.5,19.0
れもんだもん,Rozzi,4,25.0,48,12.0,2.75,69.0,19.25
Exaneko,Charlotte / Sua,4,25.0,48,12.0,2.75,39.75,18.25
Meltt,Nadine,4,0.0,32,8.0,4.0,50.75,18.25
かとかい,Lenore / Justyna,4,0.0,32,8.0,4.0,42.0,18.25
ニッキーブレーク,Markus,2,0.0,18,9.0,3.5,18.5,17.0
MaTfromDota2,Lenox / Piolo,4,0.0,19,4.75,5.5,36.25,15.25
BLUNA,Alex,4,0.0,19,4.75,5.5,31.0,15.0
作楽朔,Eva / Kenneth / Rio / Emma,4,0.0,19,4.75,5.5,51.75,15.75
レイライン,Elena / Estelle / Alex,4,25.0,39,9.75,4.5,26.25,16.25
ZEKURIP,Rozzi / Katja / Jenny,4,25.0,39,9.75,4.5,43.25,17.5
無双,Hisui / Sua,4,25.0,39,9.75,4.5,38.0,17.25
둥둥,Eleven / Adela,3,0.0,25,8.33,6.0,32.33,15.67
HYEINSEO,Katja / Cathy,3,0.0,25,8.33,6.0,29.67,15.0
미스트,Celine / Emma,3,0.0,25,8.33,6.0,50.67,16.67
Prushka,Emma,2,0.0,14,7.0,4.5,38.5,17.5
