rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, kill, assist, hunting, killer, gameId, teamName
1, 20, Estelle, みゅーき, 빔엑스, Defense, 19, 21, 22, 7, 12, 36, , 46016410, Out of Control
1, 20, Lyanh, thato, 비색단검, Defense, 20, 21, 22, 5, 10, 63, , 46016410, Out of Control
1, 20, Chloe, 3y3s, 흑련비표-진홍, Defense, 20, 21, 22, 9, 9, 55, , 46016410, Out of Control
2, 20, Alonso, HeianKYO, 빙화현옥수, Defense, 19, 12, 12, 3, 3, 19, thato, 46016410, 舞野組
2, 20, Adriana, 舞野, 아스트라페, Defense, 20, 12, 12, 2, 6, 42, Prushka, 46016410, 舞野組
2, 20, Aya, とんとジェニー, 엔데버AX, Defense, 20, 12, 12, 7, 5, 50, みゅーき, 46016410, 舞野組
3, 20, Alonso, ニッキーブレーク, 아이언피스트, Defense, 19, 10, 10, 0, 8, 20, 3y3s, 46016410, Toddler Gangster
3, 20, Arda, Prushka, 더문, Defense, 20, 10, 10, 6, 4, 48, thato, 46016410, Toddler Gangster
3, 20, Tsubame, Meltt, 만천화우, Defense, 20, 10, 10, 4, 4, 49, とんとジェニー, 46016410, Toddler Gangster
4, 19, Hart, たまねぎ2nd, 원더풀투나잇, Defense, 19, 3, 3, 0, 3, 45, みゅーき, 46016410, NotBeingAll
4, 19, Estelle, upalupa, 빔엑스, Defense, 18, 3, 3, 0, 3, 24, みゅーき, 46016410, NotBeingAll
4, 20, Chiara, sLLLime, 아르고스의눈, Defense, 19, 3, 3, 3, 0, 42, Meltt, 46016410, NotBeingAll
5, 20, Martina, ZEKURIP, 카메라캐논, Defense, 19, 5, 5, 1, 4, 30, 3y3s, 46016410, チクチク梅
5, 20, LiDailin, レイライン, 천잠장갑, Defense, 19, 5, 5, 2, 1, 65, とんとジェニー, 46016410, チクチク梅
5, 20, Hisui, 無双, 빛의검, Defense, 20, 5, 5, 2, 1, 79, みゅーき, 46016410, チクチク梅
6, 19, Bianca, らいらい, 더문, Defense, 18, 7, 7, 2, 4, 20, 舞野, 46016410, いにゃずにゃ
6, 20, Estelle, voider26, 빔엑스, Defense, 18, 7, 7, 4, 3, 22, Prushka, 46016410, いにゃずにゃ
6, 19, Hyejin, vaqlas, 골든래쇼보우, Defense, 18, 7, 7, 1, 4, 45, 3y3s, 46016410, いにゃずにゃ
7, 20, Vanya, sino1012, 여제, Defense, 19, 5, 5, 3, 1, 52, voider26, 46016410, TBD
7, 18, Arda, れもんだもん, 운명의수레바퀴, Defense, 17, 5, 5, 0, 4, 41, 3y3s, 46016410, TBD
7, 19, LiDailin, Hyouya, 천잠장갑, Defense, 18, 5, 5, 2, 2, 36, , 46016410, TBD
8, 15, Sua, Exaneko, 낭아봉, Defense, 12, 2, 2, 0, 1, 19, 舞野, 46016410, せしるぷらいち
8, 15, Aiden, ハラミ, 모노호시자오, Defense, 12, 2, 2, 1, 1, 16, HeianKYO, 46016410, せしるぷらいち
8, 14, Nathapon, るう子, 울트라비전, Defense, 12, 2, 2, 1, 0, 21, HeianKYO, 46016410, せしるぷらいち
