rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, elimination, down can not eliminate, repeat down can not eliminate, down can eliminate, repeat down can eliminate, kill, assist, hunting, killer, gameId, teamName, tournament total score, tournament rank score, tournament kill score
1, 20, Lenore, れもんだもん, 헤븐즈도어, Defense, 20, 16, 17, 10, 5, 0, 1, 0, 7, 5, 60, , 48102894, OverThrow, 23.5, 10, 13.5
1, 20, Sua, Exaneko, 둠스데이, Defense, 20, 16, 17, 10, 5, 0, 1, 0, 4, 5, 37, , 48102894, OverThrow, 23.5, 10, 13.5
1, 20, Echion, sino1012, 블랙맘바킹-TL, Defense, 19, 16, 17, 10, 5, 0, 1, 0, 5, 8, 22, , 48102894, OverThrow, 23.5, 10, 13.5
2, 20, Aya, えすみす, 알타이르, Defense, 20, 10, 10, 5, 2, 0, 3, 0, 3, 3, 79, sino1012, 48102894, Bunya, 16, 7, 9
2, 20, Silvia, voider26, 마탄의사수, Defense, 20, 10, 10, 5, 2, 0, 3, 0, 2, 5, 45, sino1012, 48102894, Bunya, 16, 7, 9
2, 20, Irem, catsR, 파이어볼, Defense, 20, 10, 10, 5, 2, 0, 3, 0, 5, 2, 35, Exaneko, 48102894, Bunya, 16, 7, 9
3, 20, Leni, CappuChino, 스탬피드, Defense, 19, 11, 11, 5, 2, 0, 4, 0, 3, 5, 24, れもんだもん, 48102894, Forsen, 15, 5, 10
3, 20, Sua, Gyoo, 둠스데이, Defense, 20, 11, 11, 5, 2, 0, 4, 0, 5, 4, 69, れもんだもん, 48102894, Forsen, 15, 5, 10
3, 20, Aya, Alek, 헬파이어-진홍, Defense, 20, 11, 11, 5, 2, 0, 4, 0, 3, 6, 79, えすみす, 48102894, Forsen, 15, 5, 10
4, 19, Martina, chillout, 카메라캐논, Defense, 19, 14, 14, 12, 0, 0, 2, 0, 8, 5, 25, catsR, 48102894, Etranger, 18, 4, 14
4, 19, Camilo, wowaka, 환영도-진홍, Defense, 20, 14, 14, 12, 0, 0, 2, 0, 5, 7, 49, れもんだもん, 48102894, Etranger, 18, 4, 14
4, 18, Nicky, ChainsawLady, 아이언피스트, Defense, 17, 14, 14, 12, 0, 0, 2, 0, 1, 7, 31, catsR, 48102894, Etranger, 18, 4, 14
5, 18, Emma, レイライン, 더문, Defense, 18, 5, 5, 0, 4, 0, 1, 0, 0, 1, 40, えすみす, 48102894, チクチク梅, 6, 3, 3
5, 20, Sua, 無双, 낭아봉, Defense, 19, 5, 5, 0, 4, 0, 1, 0, 3, 2, 42, voider26, 48102894, チクチク梅, 6, 3, 3
5, 18, Katja, ZEKURIP, 인터벤션, Defense, 18, 5, 5, 0, 4, 0, 1, 0, 2, 2, 35, chillout, 48102894, チクチク梅, 6, 3, 3
6, 17, Nathapon, 松マキサ, 울트라비전, Defense, 17, 10, 10, 1, 3, 0, 6, 0, 5, 4, 33, chillout, 48102894, 松竹梅, 10.5, 2, 8.5
6, 17, Garnet, LegendOfLeague, 스파이의우산, Defense, 16, 10, 10, 1, 3, 0, 6, 0, 2, 6, 34, chillout, 48102894, 松竹梅, 10.5, 2, 8.5
6, 17, YuMin, akihisa, 여제, Defense, 17, 10, 10, 1, 3, 0, 6, 0, 3, 5, 60, ChainsawLady, 48102894, 松竹梅, 10.5, 2, 8.5
7, 15, Sua, mystica, 낭아봉, Defense, 15, 4, 4, 0, 3, 0, 1, 0, 1, 2, 27, wowaka, 48102894, J2K, 3.5, 1, 2.5
7, 17, DebiMarlene, Natuki, 레바테인, Defense, 16, 4, 4, 0, 3, 0, 1, 0, 2, 1, 36, chillout, 48102894, J2K, 3.5, 1, 2.5
7, 15, Katja, ななしの, 안드로메다, Defense, 14, 4, 4, 0, 3, 0, 1, 0, 1, 2, 27, chillout, 48102894, J2K, 3.5, 1, 2.5
8, 15, Elena, コレマサ, 활빈검, Defense, 14, 3, 3, 0, 1, 0, 2, 0, 2, 1, 17, chillout, 48102894, Brainstorm, 2.5, 0, 2.5
8, 14, DebiMarlene, syon1222, 모노호시자오, Defense, 13, 3, 3, 0, 1, 0, 2, 0, 1, 2, 21, chillout, 48102894, Brainstorm, 2.5, 0, 2.5
8, 15, Isol, Dato2, 엔데버AX, Hunt, 15, 3, 3, 0, 1, 0, 2, 0, 0, 3, 45, wowaka, 48102894, Brainstorm, 2.5, 0, 2.5
