rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, elimination, down can not eliminate, repeat down can not eliminate, down can eliminate, repeat down can eliminate, kill, assist, hunting, killer, gameId, teamName, tournament total score, tournament rank score, tournament kill score
1, 20, Emma, HDKいっかん, 건곤권, Defense, 19, 15, 15, 8, 2, 0, 5, 0, 5, 6, 51, , 49333210, ASHER, 24, 10, 14
1, 19, Estelle, 아나진, 낙원의낫, Defense, 19, 15, 15, 8, 2, 0, 5, 0, 2, 11, 18, , 49333210, ASHER, 24, 10, 14
1, 20, Camilo, Skyper, 유성검, Defense, 20, 15, 15, 8, 2, 0, 5, 0, 8, 5, 82, , 49333210, ASHER, 24, 10, 14
2, 20, Nadine, mystica, 혈색반월-진홍, Defense, 20, 10, 10, 2, 3, 0, 5, 0, 7, 3, 85, 아나진, 49333210, VegetableRegion, 15.5, 7, 8.5
2, 20, Haze, 八ッ橋ちょこ, 헬파이어-새벽, Hunt, 20, 10, 10, 2, 3, 0, 5, 0, 1, 6, 59, HDKいっかん, 49333210, VegetableRegion, 15.5, 7, 8.5
2, 19, Estelle, LilySelene, 빔엑스, Defense, 19, 10, 10, 2, 3, 0, 5, 0, 2, 7, 32, Skyper, 49333210, VegetableRegion, 15.5, 7, 8.5
3, 19, Lyanh, デスガキ, 소울리퍼, Defense, 18, 8, 8, 5, 2, 0, 1, 0, 0, 3, 39, Skyper, 49333210, Marine Delight, 12, 5, 7
3, 18, Niah, シユイ, 엘레강스, Defense, 18, 8, 8, 5, 2, 0, 1, 0, 3, 4, 53, HDKいっかん, 49333210, Marine Delight, 12, 5, 7
3, 19, Istvan, おぼろづき米, 애각창, Defense, 18, 8, 8, 5, 2, 0, 1, 0, 5, 2, 41, Skyper, 49333210, Marine Delight, 12, 5, 7
4, 19, Barbara, 一杯酒気, 알타이르, Defense, 19, 6, 6, 6, 0, 0, 0, 0, 2, 3, 47, おぼろづき米, 49333210, 合体術式－エンゲージ・ゼロ, 10, 4, 6
4, 19, Adina, keikoma, 더 데스-진홍, Hunt, 19, 6, 6, 6, 0, 0, 0, 0, 3, 3, 68, おぼろづき米, 49333210, 合体術式－エンゲージ・ゼロ, 10, 4, 6
4, 18, Alonso, mare7s, 빙화현옥수, Defense, 18, 6, 6, 6, 0, 0, 0, 0, 1, 5, 21, HDKいっかん, 49333210, 合体術式－エンゲージ・ゼロ, 10, 4, 6
5, 19, Adina, たまこん, 더 데스-진홍, Defense, 18, 8, 8, 3, 1, 0, 4, 0, 1, 4, 44, mystica, 49333210, たかし, 10.5, 3, 7.5
5, 19, Theodore, Endeavor108, 데드아이, Defense, 19, 8, 8, 3, 1, 0, 4, 0, 4, 4, 54, LilySelene, 49333210, たかし, 10.5, 3, 7.5
5, 17, Alonso, レイ様, 빙화현옥수, Defense, 17, 8, 8, 3, 1, 0, 4, 0, 3, 5, 19, おぼろづき米, 49333210, たかし, 10.5, 3, 7.5
6, 15, Yuki, LORDofVERMILION, 디오스쿠로이, Defense, 14, 1, 1, 0, 1, 0, 0, 0, 1, 0, 39, レイ様, 49333210, 消耗品電気ネズミ, 2.5, 2, 0.5
6, 15, Jan, C4storice, 천잠장갑, Defense, 14, 1, 1, 0, 1, 0, 0, 0, 0, 1, 40, Endeavor108, 49333210, 消耗品電気ネズミ, 2.5, 2, 0.5
6, 15, Aiden, チカチュー, 빛의검, Defense, 14, 1, 1, 0, 1, 0, 0, 0, 0, 0, 59, Endeavor108, 49333210, 消耗品電気ネズミ, 2.5, 2, 0.5
7, 13, Irem, あっぷるん, 파이어볼, Defense, 12, 4, 4, 0, 1, 0, 3, 0, 1, 2, 16, 一杯酒気, 49333210, Aether, 4.5, 1, 3.5
7, 13, Barbara, 先織大翔VT, 엘레강스, Defense, 13, 4, 4, 0, 1, 0, 3, 0, 2, 2, 34, keikoma, 49333210, Aether, 4.5, 1, 3.5
7, 13, Darko, Nasitaka, 여의봉, Defense, 12, 4, 4, 0, 1, 0, 3, 0, 1, 2, 19, keikoma, 49333210, Aether, 4.5, 1, 3.5
