rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, elimination, down can not eliminate, repeat down can not eliminate, down can eliminate, repeat down can eliminate, kill, assist, hunting, killer, gameId, teamName, tournament total score, tournament rank score, tournament kill score
1, 20, Piolo, voider26, 비익련리, Defense, 19, 10, 10, 6, 3, 0, 1, 0, 1, 9, 36, , 49520732, ぶにゃっとしたたまご, 18.5, 10, 8.5
1, 20, Adina, たまご, 더문, Defense, 20, 10, 10, 6, 3, 0, 1, 0, 5, 4, 70, , 49520732, ぶにゃっとしたたまご, 18.5, 10, 8.5
1, 20, Celine, vaqlas, 체이서, Hunt, 20, 10, 10, 6, 3, 0, 1, 0, 4, 5, 57, , 49520732, ぶにゃっとしたたまご, 18.5, 10, 8.5
2, 20, Elena, コレマサ, 미스틸테인, Defense, 19, 9, 9, 8, 1, 0, 0, 0, 4, 4, 60, vaqlas, 49520732, Brainstorm, 15.5, 7, 8.5
2, 20, Tazia, syon1222, 빙백은침, Defense, 19, 9, 9, 8, 1, 0, 0, 0, 4, 3, 52, たまご, 49520732, Brainstorm, 15.5, 7, 8.5
2, 20, Irem, Dato2, 체이서-새벽, Hunt, 19, 9, 9, 8, 1, 0, 0, 0, 1, 7, 71, たまご, 49520732, Brainstorm, 15.5, 7, 8.5
3, 18, Haze, にゃんぱすー, 발키리, Defense, 19, 10, 10, 5, 3, 0, 2, 0, 5, 4, 37, syon1222, 49520732, 太虚幻境, 13.5, 5, 8.5
3, 19, Lyanh, みらくる, 카른웬난, Defense, 18, 10, 10, 5, 3, 0, 2, 0, 3, 5, 47, コレマサ, 49520732, 太虚幻境, 13.5, 5, 8.5
3, 18, Lenox, FUU, 사복검, Defense, 18, 10, 10, 5, 3, 0, 2, 0, 2, 7, 18, コレマサ, 49520732, 太虚幻境, 13.5, 5, 8.5
4, 18, Vanya, Mifaya, 여제, Defense, 18, 4, 4, 4, 0, 0, 0, 0, 0, 2, 43, うぃくらいん, 49520732, nunuzz, 8, 4, 4
4, 20, Arda, TwitchNunuzz, 더문, Defense, 20, 4, 4, 4, 0, 0, 0, 0, 2, 2, 65, Dato2, 49520732, nunuzz, 8, 4, 4
4, 18, Lenox, 夢中的過客, 글레이프니르, Defense, 18, 4, 4, 4, 0, 0, 0, 0, 2, 1, 21, syon1222, 49520732, nunuzz, 8, 4, 4
5, 18, Hisui, YA1BA, 모노호시자오, Defense, 17, 5, 5, 0, 3, 0, 2, 0, 2, 3, 59, にゃんぱすー, 49520732, 王様, 6.5, 3, 3.5
5, 18, Emma, 南瓜燉食反, 풍마수리검, Defense, 18, 5, 5, 0, 3, 0, 2, 0, 2, 2, 27, にゃんぱすー, 49520732, 王様, 6.5, 3, 3.5
5, 18, Leon, Ichigaya, 빙화현옥수, Defense, 17, 5, 5, 0, 3, 0, 2, 0, 1, 3, 35, みらくる, 49520732, 王様, 6.5, 3, 3.5
6, 18, Garnet, Levia4, 스파이의우산, Defense, 17, 4, 4, 2, 0, 0, 2, 0, 2, 2, 12, syon1222, 49520732, ほーんてっどまんしょん, 6, 2, 4
6, 18, Silvia, うぃくらいん, 엘레강스, Defense, 18, 4, 4, 2, 0, 0, 2, 0, 1, 3, 27, syon1222, 49520732, ほーんてっどまんしょん, 6, 2, 4
6, 18, Katja, Dorago, 인터벤션, Defense, 17, 4, 4, 2, 0, 0, 2, 0, 1, 2, 34, コレマサ, 49520732, ほーんてっどまんしょん, 6, 2, 4
7, 16, DebiMarlene, レヴナ, 레바테인, Defense, 16, 8, 8, 4, 3, 0, 1, 0, 3, 4, 15, たまご, 49520732, ヴナのお友達だもん, 7.5, 1, 6.5
7, 17, Rio, れもんだもん, 적궁백시, Hunt, 17, 8, 8, 4, 3, 0, 1, 0, 3, 3, 64, Dorago, 49520732, ヴナのお友達だもん, 7.5, 1, 6.5
7, 16, Sua, Exaneko, 아는것이힘, Defense, 16, 8, 8, 4, 3, 0, 1, 0, 2, 3, 46, vaqlas, 49520732, ヴナのお友達だもん, 7.5, 1, 6.5
8, 16, Lenox, みゅーき, 뇌룡편, Defense, 15, 5, 5, 0, 2, 0, 3, 0, 1, 3, 28, 夢中的過客, 49520732, 妖気に侵食されたパクサンジュン, 4, 0, 4
8, 16, Camilo, 챠리리, 듀랜달Mk2, Defense, 16, 5, 5, 0, 2, 0, 3, 0, 2, 2, 49, にゃんぱすー, 49520732, 妖気に侵食されたパクサンジュン, 4, 0, 4
8, 16, Rio, 박의민, 편전, Defense, 16, 5, 5, 0, 2, 0, 3, 0, 2, 3, 46, みらくる, 49520732, 妖気に侵食されたパクサンジュン, 4, 0, 4
