rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, Vanya, きまき, 더 데스-새벽, Defense, 20, 12, 12, 10, 2, 6, 4, 84, , 47152600, Brainstorm
1, 20, DebiMarlene, syon1222, 레바테인, Defense, 20, 12, 12, 10, 2, 2, 9, 32, , 47152600, Brainstorm
1, 20, Elena, コレマサ, 미스틸테인, Defense, 19, 12, 12, 10, 2, 4, 5, 41, , 47152600, Brainstorm
2, 19, Estelle, bambooXIV, 빔엑스, Defense, 19, 15, 15, 9, 6, 4, 11, 38, きまき, 47152600, Voidoo done
2, 20, Bernice, ネフェルトゥス, 위도우 메이커-진홍, Defense, 20, 15, 15, 9, 6, 3, 10, 88, きまき, 47152600, Voidoo done
2, 20, Adina, keikoma, 더 데스-진홍, Defense, 20, 15, 15, 9, 6, 8, 7, 57, syon1222, 47152600, Voidoo done
3, 20, Adina, さすらいぱんだ, 더문, Defense, 20, 7, 7, 3, 4, 1, 5, 61, きまき, 47152600, Toddler Vivid
3, 20, Hart, Pororoca, 프리버드, Hunt, 20, 7, 7, 3, 4, 3, 3, 68, コレマサ, 47152600, Toddler Vivid
3, 19, Estelle, agaty, 빔엑스, Defense, 19, 7, 7, 3, 4, 3, 2, 18, syon1222, 47152600, Toddler Vivid
4, 20, Elena, HeianKYO, 활빈검, Defense, 20, 10, 10, 4, 6, 3, 4, 39, きまき, 47152600, †神縫合†
4, 19, Jenny, kawaiiOTP, 알타이르, Defense, 18, 10, 10, 4, 6, 0, 3, 46, きまき, 47152600, †神縫合†
4, 19, Chloe, rosen, 수다르사나, Defense, 19, 10, 10, 4, 6, 7, 0, 36, agaty, 47152600, †神縫合†
5, 20, Bernice, Dorago, 안드로메다, Defense, 20, 12, 12, 8, 4, 3, 5, 79, keikoma, 47152600, どらねこウォー
5, 20, Chiara, かっと, 노스페라투-새벽, Defense, 20, 12, 12, 8, 4, 9, 2, 60, keikoma, 47152600, どらねこウォー
5, 20, Charlotte, Exaneko, 더썬, Defense, 18, 12, 12, 8, 4, 0, 10, 19, keikoma, 47152600, どらねこウォー
6, 18, Elena, あっぷるん, 레드팬서, Defense, 17, 5, 5, 3, 2, 0, 4, 22, keikoma, 47152600, ちねりっぷるん
6, 18, Haze, 水無れき, 발키리, Defense, 19, 5, 5, 3, 2, 2, 2, 50, かっと, 47152600, ちねりっぷるん
6, 18, Leon, おぼろづき米, 빙화현옥수, Defense, 18, 5, 5, 3, 2, 3, 2, 59, keikoma, 47152600, ちねりっぷるん
7, 18, DebiMarlene, Istria0, 레바테인, Defense, 16, 1, 1, 0, 1, 0, 1, 9, Dorago, 47152600, J2K
7, 18, Katja, ななしの, 폴라리스, Defense, 18, 1, 1, 0, 1, 1, 0, 29, おぼろづき米, 47152600, J2K
7, 18, Hisui, 다케, 모노호시자오, Defense, 17, 1, 1, 0, 1, 0, 1, 19, 水無れき, 47152600, J2K
8, 18, Haze, RQQQQ, 골드러시, Hunt, 17, 4, 4, 1, 3, 1, 2, 71, かっと, 47152600, 伝説の中西
8, 17, Estelle, Sitiyoh, 빔엑스, Defense, 16, 4, 4, 1, 3, 2, 1, 25, Dorago, 47152600, 伝説の中西
8, 17, Chloe, サーモン中西, 미치광이왕의카드, Defense, 17, 4, 4, 1, 3, 1, 3, 30, かっと, 47152600, 伝説の中西
