rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 20, DebiMarlene, syon1222, 레바테인, Defense, 20, 17, 17, 15, 2, 4, 13, 28, , 47151019, Brainstorm
1, 20, Garnet, きまき, 마법봉, Defense, 20, 17, 17, 15, 2, 6, 11, 32, , 47151019, Brainstorm
1, 20, Theodore, コレマサ, 데드아이, Defense, 20, 17, 17, 15, 2, 7, 10, 59, , 47151019, Brainstorm
2, 20, Rozzi, Sitiyoh, 악켈테, Hunt, 19, 10, 10, 3, 7, 3, 7, 66, syon1222, 47151019, 伝説の中西
2, 19, Barbara, RQQQQ, 알타이르, Defense, 19, 10, 10, 3, 7, 6, 4, 37, コレマサ, 47151019, 伝説の中西
2, 19, Lenox, サーモン中西, 뇌룡편, Defense, 18, 10, 10, 3, 7, 1, 5, 23, きまき, 47151019, 伝説の中西
3, 19, Barbara, rosen, 알타이르, Defense, 19, 4, 4, 4, 0, 0, 4, 46, コレマサ, 47151019, †神縫合†
3, 19, Jenny, kawaiiOTP, 알타이르, Defense, 18, 4, 4, 4, 0, 3, 1, 49, コレマサ, 47151019, †神縫合†
3, 19, Lenox, HeianKYO, 뇌룡편, Defense, 18, 4, 4, 4, 0, 1, 3, 27, コレマサ, 47151019, †神縫合†
4, 19, Hisui, keikoma, 빛의검, Defense, 19, 4, 4, 3, 1, 1, 3, 78, きまき, 47151019, Voidoo done
4, 19, Sissela, ネフェルトゥス, 체이서-새벽, Defense, 20, 4, 4, 3, 1, 2, 2, 44, きまき, 47151019, Voidoo done
4, 19, Estelle, bambooXIV, 빔엑스, Defense, 18, 4, 4, 3, 1, 1, 3, 28, きまき, 47151019, Voidoo done
5, 18, Elena, あっぷるん, 레드팬서, Defense, 16, 4, 4, 2, 2, 0, 4, 17, HeianKYO, 47151019, ちねりっぷるん
5, 18, Haze, 水無れき, 발키리, Defense, 18, 4, 4, 2, 2, 0, 3, 54, ネフェルトゥス, 47151019, ちねりっぷるん
5, 18, Leon, おぼろづき米, 흑요석짓테, Defense, 17, 4, 4, 2, 2, 4, 0, 66, keikoma, 47151019, ちねりっぷるん
6, 18, Katja, ななしの, 안드로메다, Hunt, 18, 4, 4, 2, 2, 2, 1, 64, RQQQQ, 47151019, J2K
6, 18, Eleven, Istria0, 뿅망치, Defense, 17, 4, 4, 2, 2, 0, 3, 31, RQQQQ, 47151019, J2K
6, 19, Aiden, 다케, 빛의검, Defense, 18, 4, 4, 2, 2, 2, 2, 49, コレマサ, 47151019, J2K
7, 16, Adina, さすらいぱんだ, 더스타, Defense, 16, 1, 1, 1, 0, 0, 1, 50, kawaiiOTP, 47151019, Toddler Vivid
7, 17, Hart, Pororoca, 프리버드, Defense, 17, 1, 1, 1, 0, 0, 1, 48, kawaiiOTP, 47151019, Toddler Vivid
7, 17, Estelle, agaty, 빔엑스, Defense, 16, 1, 1, 1, 0, 1, 0, 21, kawaiiOTP, 47151019, Toddler Vivid
8, 16, Bernice, Dorago, 안드로메다, Defense, 16, 12, 12, 0, 12, 2, 5, 40, syon1222, 47151019, どらねこウォー
8, 17, Sua, Exaneko, 아는것이힘, Defense, 17, 12, 12, 0, 12, 4, 5, 27, きまき, 47151019, どらねこウォー
8, 16, Hisui, かっと, 빛의검, Defense, 17, 12, 12, 0, 12, 6, 3, 40, syon1222, 47151019, どらねこウォー
