rank, level, character, nickname, weapon, best weapon mastery, best weapon mastery level, total field kill, team kill, team kill normal, team kill autoresurrection, kill, assist, hunting, killer, gameId, teamName
1, 19, Hisui, arikA0331, 다인슬라이프-진홍, Defense, 20, 10, 10, 10, 0, 5, 5, 78, , 46977310, おさんぽオンライン
1, 18, Markus, ankod, 반고부, Defense, 18, 10, 10, 10, 0, 0, 10, 33, , 46977310, おさんぽオンライン
1, 19, Martina, いのりの牛, 비전 플렉스-진홍, Defense, 19, 10, 10, 10, 0, 5, 4, 19, , 46977310, おさんぽオンライン
2, 19, Vanya, ysd, 더 데스-새벽, Defense, 19, 4, 4, 3, 1, 1, 2, 69, arikA0331, 46977310, えびグラ団
2, 19, Adela, ドリルフィールド, 터럭손방망이, Defense, 18, 4, 4, 3, 1, 2, 2, 68, arikA0331, 46977310, えびグラ団
2, 19, Estelle, shrimpgratin, 낙원의낫, Defense, 18, 4, 4, 3, 1, 1, 3, 32, いのりの牛, 46977310, えびグラ団
3, 17, Chloe, guppy63, 흑련비표-진홍, Defense, 18, 12, 12, 8, 4, 8, 3, 31, arikA0331, 46977310, 最強★Love_&_Peace
3, 18, Mai, chainin, 글레이프니르, Defense, 17, 12, 12, 8, 4, 1, 9, 16, shrimpgratin, 46977310, 最強★Love_&_Peace
3, 18, Camilo, Atato, 환영도-진홍, Defense, 17, 12, 12, 8, 4, 3, 7, 31, arikA0331, 46977310, 最強★Love_&_Peace
4, 17, Rio, 都築そろVT, 페일노트-진홍, Defense, 18, 9, 9, 4, 5, 5, 4, 57, Atato, 46977310, Serendipity
4, 17, Nicky, Fetch, 디바인피스트, Defense, 16, 9, 9, 4, 5, 1, 6, 30, ドリルフィールド, 46977310, Serendipity
4, 17, Cathy, Magnen, 월식, Defense, 16, 9, 9, 4, 5, 3, 5, 37, chainin, 46977310, Serendipity
5, 15, Hisui, もなぞう, 모노호시자오, Defense, 14, 3, 3, 0, 3, 1, 2, 26, guppy63, 46977310, ジャンボ
5, 17, Arda, uzakiron, 운명의수레바퀴, Hunt, 16, 3, 3, 0, 3, 1, 1, 93, Atato, 46977310, ジャンボ
5, 16, Garnet, shimo1415, 스파이의우산, Defense, 14, 3, 3, 0, 3, 1, 1, 12, guppy63, 46977310, ジャンボ
6, 16, Bernice, EXOSKULLZERO, Tac-50, Defense, 16, 7, 7, 5, 2, 4, 3, 39, arikA0331, 46977310, Nimmt55
6, 16, Vanya, Indeedee, 운명의수레바퀴, Defense, 15, 7, 7, 5, 2, 0, 6, 28, いのりの牛, 46977310, Nimmt55
6, 16, Markus, isemaki, 산타무에르떼, Defense, 15, 7, 7, 5, 2, 3, 4, 28, いのりの牛, 46977310, Nimmt55
7, 15, Lenore, soku510, 헤븐즈도어, Defense, 15, 6, 6, 2, 4, 2, 4, 23, 都築そろVT, 46977310, ばなな組
7, 16, Tsubame, Yggdra1, 미치광이왕의카드, Defense, 15, 6, 6, 2, 4, 3, 1, 34, Magnen, 46977310, ばなな組
7, 16, Markus, 十二連火炎ブレス, 반고부, Defense, 14, 6, 6, 2, 4, 1, 4, 15, 都築そろVT, 46977310, ばなな組
